#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,ModelMain,ModelSub,DamagePhys,DamageMag,Delayms,BlockRate,Block,DefensePhys,DefenseMag,BaseParamValue[0],BaseParamValue[1],BaseParamValue[2],BaseParamValue[3],BaseParamValue[4],BaseParamValue[5],BaseParamValueSpecial[0],BaseParamValueSpecial[1],BaseParamValueSpecial[2],BaseParamValueSpecial[3],BaseParamValueSpecial[4],BaseParamValueSpecial[5],LevelEquip,RequiredPvpRank,EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,BaseParamModifier,ClassJobUse,Unknown2,Unknown3,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],BaseParam[4],BaseParam[5],ItemSpecialBonus,ItemSpecialBonusParam,BaseParamSpecial[0],BaseParamSpecial[1],BaseParamSpecial[2],BaseParamSpecial[3],BaseParamSpecial[4],BaseParamSpecial[5],MaterializeType,MateriaSlotCount,SubStatCategory,IsAdvancedMeldingPermitted,IsPvP,IsGlamorous,AdditionalData,StackSize,PriceMid,PriceLow,ItemRepair,ItemGlamour,Icon,LevelItem,Unknown4,ItemAction,Cooldowns,Desynth,AetherialReduce,Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,DyeCount,CastTimeSeconds,ClassJobRepair,IsUnique,IsUntradable,IsIndisposable,Lot,CanBeHq,IsCrestWorthy,IsCollectable,AlwaysCollectable
43510,相思木腿部裝備箱（品級669）,,"裡面裝著相思木腿部裝備的箱子。
使用後便能獲得相應職業或特職的腿部裝備。
可裝備等級：96（裝備品級：669）
可以在主城及野外使用。",相思木腿部裝備箱（品級669）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000580,1,2,0,0,0,26561,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
43511,相思木腳部裝備箱（品級669）,,"裡面裝著相思木腳部裝備的箱子。
使用後便能獲得相應職業或特職的腳部裝備。
可裝備等級：96（裝備品級：669）
可以在主城及野外使用。",相思木腳部裝備箱（品級669）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000581,1,2,0,0,0,26562,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
43512,相思木耳部裝備箱（品級669）,,"裡面裝著相思木飾品的箱子。
使用後便能獲得相應職業或特職的耳部裝備。
可裝備等級：96（裝備品級：669）
可以在主城及野外使用。",相思木耳部裝備箱（品級669）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000582,1,2,0,0,0,26564,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
43513,相思木頸部裝備箱（品級669）,,"裡面裝著相思木飾品的箱子。
使用後便能獲得相應職業或特職的頸部裝備。
可裝備等級：96（裝備品級：669）
可以在主城及野外使用。",相思木頸部裝備箱（品級669）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000583,1,2,0,0,0,26565,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
43514,相思木腕部裝備箱（品級669）,,"裡面裝著相思木飾品的箱子。
使用後便能獲得相應職業或特職的腕部裝備。
可裝備等級：96（裝備品級：669）
可以在主城及野外使用。",相思木腕部裝備箱（品級669）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000584,1,2,0,0,0,26566,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
43515,相思木指環裝備箱（品級669）,,"裡面裝著相思木飾品的箱子。
使用後便能獲得相應職業或特職的指環裝備。
可裝備等級：96（裝備品級：669）
可以在主城及野外使用。",相思木指環裝備箱（品級669）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000585,1,2,0,0,0,26567,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
43516,卡扎納爾武器箱（品級675）,,"裡面裝著卡扎納爾武器的箱子。
使用後便能獲得相應職業或特職的武器的箱子。
可裝備等級：98（裝備品級：675）
可以在主城及野外使用。",卡扎納爾武器箱（品級675）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000586,1,2,0,0,0,26557,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
43517,卡扎納爾頭部裝備箱（品級675）,,"裡面裝著卡扎納爾頭部裝備的箱子。
使用後便能獲得相應職業或特職的頭部裝備。
可裝備等級：98（裝備品級：675）
可以在主城及野外使用。",卡扎納爾頭部裝備箱（品級675）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000587,1,2,0,0,0,26558,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
43518,卡扎納爾身體裝備箱（品級675）,,"裡面裝著卡扎納爾身體裝備的箱子。
使用後便能獲得相應職業或特職的身體裝備。
可裝備等級：98（裝備品級：675）
可以在主城及野外使用。",卡扎納爾身體裝備箱（品級675）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000588,1,2,0,0,0,26559,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
43519,卡扎納爾手臂裝備箱（品級675）,,"裡面裝著卡扎納爾手臂裝備的箱子。
使用後便能獲得相應職業或特職的手臂裝備。
可裝備等級：98（裝備品級：675）
可以在主城及野外使用。",卡扎納爾手臂裝備箱（品級675）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000589,1,2,0,0,0,26560,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
43520,卡扎納爾腿部裝備箱（品級675）,,"裡面裝著卡扎納爾腿部裝備的箱子。
使用後便能獲得相應職業或特職的腿部裝備。
可裝備等級：98（裝備品級：675）
可以在主城及野外使用。",卡扎納爾腿部裝備箱（品級675）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000590,1,2,0,0,0,26561,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
43521,卡扎納爾腳部裝備箱（品級675）,,"裡面裝著卡扎納爾腳部裝備的箱子。
使用後便能獲得相應職業或特職的腳部裝備。
可裝備等級：98（裝備品級：675）
可以在主城及野外使用。",卡扎納爾腳部裝備箱（品級675）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000591,1,2,0,0,0,26562,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
43522,卡扎納爾耳部裝備箱（品級675）,,"裡面裝著卡扎納爾飾品的箱子。
使用後便能獲得相應職業或特職的耳部裝備。
可裝備等級：98（裝備品級：675）
可以在主城及野外使用。",卡扎納爾耳部裝備箱（品級675）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000592,1,2,0,0,0,26564,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
43523,卡扎納爾頸部裝備箱（品級675）,,"裡面裝著卡扎納爾飾品的箱子。
使用後便能獲得相應職業或特職的頸部裝備。
可裝備等級：98（裝備品級：675）
可以在主城及野外使用。",卡扎納爾頸部裝備箱（品級675）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000593,1,2,0,0,0,26565,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
43524,卡扎納爾腕部裝備箱（品級675）,,"裡面裝著卡扎納爾飾品的箱子。
使用後便能獲得相應職業或特職的腕部裝備。
可裝備等級：98（裝備品級：675）
可以在主城及野外使用。",卡扎納爾腕部裝備箱（品級675）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000594,1,2,0,0,0,26566,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
43525,卡扎納爾指環裝備箱（品級675）,,"裡面裝著卡扎納爾飾品的箱子。
使用後便能獲得相應職業或特職的指環裝備。
可裝備等級：98（裝備品級：675）
可以在主城及野外使用。",卡扎納爾指環裝備箱（品級675）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000595,1,2,0,0,0,26567,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
43526,艷翼武器箱（品級710）,,"裡面裝著艷翼武器的箱子。
使用後便能獲得相應職業或特職的武器的箱子。
可裝備等級：100（裝備品級：710）
可以在主城及野外使用。",艷翼武器箱（品級710）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000596,1,2,0,0,0,26557,1,2160,388,0,0,0,1,19,61,0,0,56,0,2,0,True,True,False,True,False,False,False,False
43527,黑馬冠軍武器箱（品級735）,,"裡面裝著黑馬冠軍武器的箱子。
使用後便能獲得相應職業或特職的武器。
可裝備等級：100（裝備品級：735）
可以在主城及野外使用。",黑馬冠軍武器箱（品級735）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000597,1,2,0,0,0,26557,1,2020,388,0,0,0,1,19,61,0,0,56,0,2,0,True,True,False,True,False,False,False,False
43528,黑馬冠軍頭部裝備箱（品級730）,,"裡面裝著黑馬冠軍頭部裝備的箱子。
使用後便能獲得相應職業或特職的頭部裝備。
可裝備等級：100（裝備品級：730）
可以在主城及野外使用。",黑馬冠軍頭部裝備箱（品級730）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000598,1,2,0,0,0,26558,1,2020,388,0,0,0,1,19,61,0,0,56,0,2,0,True,True,False,True,False,False,False,False
43529,黑馬冠軍身體裝備箱（品級730）,,"裡面裝著黑馬冠軍身體裝備的箱子。
使用後便能獲得相應職業或特職的身體裝備。
可裝備等級：100（裝備品級：730）
可以在主城及野外使用。",黑馬冠軍身體裝備箱（品級730）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000599,1,2,0,0,0,26559,1,2020,388,0,0,0,1,19,61,0,0,56,0,2,0,True,True,False,True,False,False,False,False
43530,黑馬冠軍手臂裝備箱（品級730）,,"裡面裝著黑馬冠軍手臂裝備的箱子。
使用後便能獲得相應職業或特職的手臂裝備。
可裝備等級：100（裝備品級：730）
可以在主城及野外使用。",黑馬冠軍手臂裝備箱（品級730）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000600,1,2,0,0,0,26560,1,2020,388,0,0,0,1,19,61,0,0,56,0,2,0,True,True,False,True,False,False,False,False
43531,黑馬冠軍腿部裝備箱（品級730）,,"裡面裝著黑馬冠軍腿部裝備的箱子。
使用後便能獲得相應職業或特職的腿部裝備。
可裝備等級：100（裝備品級：730）
可以在主城及野外使用。",黑馬冠軍腿部裝備箱（品級730）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000601,1,2,0,0,0,26561,1,2020,388,0,0,0,1,19,61,0,0,56,0,2,0,True,True,False,True,False,False,False,False
43532,黑馬冠軍腳部裝備箱（品級730）,,"裡面裝著黑馬冠軍腳部裝備的箱子。
使用後便能獲得相應職業或特職的腳部裝備。
可裝備等級：100（裝備品級：730）
可以在主城及野外使用。",黑馬冠軍腳部裝備箱（品級730）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000602,1,2,0,0,0,26562,1,2020,388,0,0,0,1,19,61,0,0,56,0,2,0,True,True,False,True,False,False,False,False
43533,黑馬冠軍耳部裝備箱（品級730）,,"裡面裝著黑馬冠軍飾品的箱子。
使用後便能獲得相應職業或特職的耳部裝備。
可裝備等級：100（裝備品級：730）
可以在主城及野外使用。",黑馬冠軍耳部裝備箱（品級730）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000603,1,2,0,0,0,26564,1,2020,388,0,0,0,1,19,61,0,0,56,0,2,0,True,True,False,True,False,False,False,False
43534,黑馬冠軍頸部裝備箱（品級730）,,"裡面裝著黑馬冠軍飾品的箱子。
使用後便能獲得相應職業或特職的頸部裝備。
可裝備等級：100（裝備品級：730）
可以在主城及野外使用。",黑馬冠軍頸部裝備箱（品級730）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000604,1,2,0,0,0,26565,1,2020,388,0,0,0,1,19,61,0,0,56,0,2,0,True,True,False,True,False,False,False,False
43535,黑馬冠軍腕部裝備箱（品級730）,,"裡面裝著黑馬冠軍飾品的箱子。
使用後便能獲得相應職業或特職的腕部裝備。
可裝備等級：100（裝備品級：730）
可以在主城及野外使用。",黑馬冠軍腕部裝備箱（品級730）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000605,1,2,0,0,0,26566,1,2020,388,0,0,0,1,19,61,0,0,56,0,2,0,True,True,False,True,False,False,False,False
43536,黑馬冠軍指環裝備箱（品級730）,,"裡面裝著黑馬冠軍飾品的箱子。
使用後便能獲得相應職業或特職的指環裝備。
可裝備等級：100（裝備品級：730）
可以在主城及野外使用。",黑馬冠軍指環裝備箱（品級730）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000606,1,2,0,0,0,26567,1,2020,388,0,0,0,1,19,61,0,0,56,0,2,0,True,True,False,True,False,False,False,False
43537,舊化的蛇咬裝備箱（品級515）,,"裡面裝著一整套舊化的蛇咬裝備。
可裝備等級：80（裝備品級：515）
可以在主城及野外使用。",舊化的蛇咬裝備箱（品級515）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000607,1,2,0,0,0,26509,1,2040,388,0,0,0,1,19,61,0,0,56,0,2,0,True,True,False,False,False,False,False,False
43538,舊化的畫家裝備箱（品級515）,,"裡面裝著一整套舊化的畫家裝備。
可裝備等級：80（裝備品級：515）
可以在主城及野外使用。",舊化的畫家裝備箱（品級515）,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000608,1,2,0,0,0,26509,1,2040,388,0,0,0,1,19,61,0,0,56,0,2,0,True,True,False,False,False,False,False,False
43539,天災圖騰,,艷翼蛇鳥的圖拉爾風格小型雕像，靜靜地散發著多種屬性之力。,天災圖騰,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,26662,1,10000,0,0,0,0,1,16,61,0,0,55,0,2,0,False,True,False,False,False,False,False,False
43540,奇蹟圖騰,,佐拉加的永護塔風格小型雕像，利用雷轉質製成。,奇蹟圖騰,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,26663,1,10000,0,0,0,0,1,16,61,0,0,55,0,2,0,False,True,False,False,False,False,False,False
43541,輕量級全息投影頭盔,,"在阿卡狄亞發現的新型頭盔的全息模型，是從雷轉質做的小型立方體中投射出來的立體影像。
集齊2個後，可用來換取特定的頭部防具。",輕量級全息投影頭盔,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,26653,1,3000,0,0,0,0,1,16,61,0,0,55,0,2,0,False,True,False,True,False,False,False,False
43542,輕量級全息投影鎧甲,,"在阿卡狄亞發現的新型鎧甲的全息模型，是從雷轉質做的小型立方體中投射出來的立體影像。
集齊4個後，可用來換取特定的身體防具。",輕量級全息投影鎧甲,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,26654,1,3000,0,0,0,0,1,16,61,0,0,55,0,2,0,False,True,False,True,False,False,False,False
43543,輕量級全息投影手鎧,,"在阿卡狄亞發現的新型手鎧的全息模型，是從雷轉質做的小型立方體中投射出來的立體影像。
集齊2個後，可用來換取特定的手部防具。",輕量級全息投影手鎧,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,26655,1,3000,0,0,0,0,1,16,61,0,0,55,0,2,0,False,True,False,True,False,False,False,False
43544,輕量級全息投影褲襪,,"在阿卡狄亞發現的新型褲襪的全息模型，是從雷轉質做的小型立方體中投射出來的立體影像。
集齊4個後，可用來換取特定的腿部防具。",輕量級全息投影褲襪,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,26656,1,3000,0,0,0,0,1,16,61,0,0,55,0,2,0,False,True,False,True,False,False,False,False
43545,輕量級全息投影脛甲,,"在阿卡狄亞發現的新型脛甲的全息模型，是從雷轉質做的小型立方體中投射出來的立體影像。
集齊2個後，可用來換取特定的腳部防具。",輕量級全息投影脛甲,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,26657,1,3000,0,0,0,0,1,16,61,0,0,55,0,2,0,False,True,False,True,False,False,False,False
43546,輕量級全息投影飾品,,"在阿卡狄亞發現的新型飾品的全息模型，是從雷轉質做的小型立方體中投射出來的立體影像。
可用來換取特定的飾品。",輕量級全息投影飾品,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,26658,1,3000,0,0,0,0,1,16,61,0,0,55,0,2,0,False,True,False,True,False,False,False,False
43547,輕量級全息投影利刃,,在阿卡狄亞發現的新型武器的全息模型，是從雷轉質做的小型立方體中投射出來的立體影像。,輕量級全息投影利刃,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,26659,1,3000,0,0,0,0,1,16,61,0,0,55,0,2,0,False,True,False,True,False,False,False,False
43548,通用規格神典石,,記錄著古代記憶的過去文明的遺物。因為重視通用性導致性能面受到諸多限制，以致於沒能得到普及。,通用規格神典石,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,26652,1,6190,0,0,0,0,1,16,63,0,0,55,0,2,0,False,True,False,True,False,False,False,False
43549,第1頁輕量級斷章,,"於阿卡狄亞取得的充滿謎團的斷章。
集齊一定數量後，可用來換取特定的裝備。",第1頁輕量級斷章,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,26457,1,4000,0,0,0,0,1,16,61,0,0,55,0,2,0,False,True,False,True,False,False,False,False
43550,第2頁輕量級斷章,,"於阿卡狄亞取得的充滿謎團的斷章。
集齊一定數量後，可用來換取特定的裝備和強化素材。",第2頁輕量級斷章,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,26458,1,4000,0,0,0,0,1,16,61,0,0,55,0,2,0,False,True,False,True,False,False,False,False
43551,第3頁輕量級斷章,,"於阿卡狄亞取得的充滿謎團的斷章。
集齊一定數量後，可用來換取特定的裝備和強化素材。",第3頁輕量級斷章,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,26459,1,4000,0,0,0,0,1,16,61,0,0,55,0,2,0,False,True,False,True,False,False,False,False
43552,第4頁輕量級斷章,,"於阿卡狄亞取得的充滿謎團的斷章。
集齊一定數量後，可用來換取特定的裝備和斷章。",第4頁輕量級斷章,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,26460,1,4000,0,0,0,0,1,16,61,0,0,55,0,2,0,False,True,False,True,False,False,False,False
43553,界雷強化藥,,"以永護塔核心技術製作的的鍊金藥。
可以用來強化綠咬鵑武器。",界雷強化藥,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,27637,1,6192,0,0,0,0,1,16,63,0,0,55,0,2,0,False,True,False,True,False,False,False,False
43554,界雷強化纖維,,"以永護塔核心技術製作的的強化纖維。
可以用來改良綠咬鵑防具。",界雷強化纖維,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,21686,1,6193,0,0,0,0,1,16,63,0,0,55,0,2,0,False,True,False,True,False,False,False,False
43555,界雷硬化藥,,"以永護塔核心技術製作的的鍊金藥。
可以用來硬化綠咬鵑飾品。",界雷硬化藥,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,27636,1,6194,0,0,0,0,1,16,63,0,0,55,0,2,0,False,True,False,True,False,False,False,False
43556,陳舊的地圖G16,,"裝在瓶子裡的陳舊地圖。
可以透過「解讀」來破譯上面的具體內容。
推薦等級：100級",陳舊的地圖G16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,27,1,1350,21,0,0,25930,40,160,0,0,0,0,1,18,61,60,0,60,0,2,0,True,False,False,False,False,False,False,False
