#,Text,LogKind,Unknown0,Unknown1,Unknown_70,Unknown2
8247,在面前跳了公主之舞。,29,1,0,0,False
8248,展示了通訊珠的用法。,29,1,0,0,False
8249,向展示了通訊珠的用法。,29,1,0,0,False
8250,搖了搖兔兔耳。,29,1,0,0,False
8251,對搖了搖兔兔耳。,29,1,0,0,False
8252,做出了嚇唬人的表情。,29,1,0,0,False
8253,張牙舞爪地嚇唬起了。,29,1,0,0,False
8254,像光之戰士一樣英勇降臨。,29,1,0,0,False
8255,像光之戰士一樣英勇降臨於面前。,29,1,0,0,False
8256,開心地跳了起來，動作格外可愛。,29,1,0,0,False
8257,在面前開心地跳了起來，動作格外可愛。,29,1,0,0,False
8258,開心地跳了起來，動作格外歡樂。,29,1,0,0,False
8259,在面前開心地跳了起來，動作格外歡樂。,29,1,0,0,False
8260,開心地跳了起來，跳得格外的高。,29,1,0,0,False
8261,在面前開心地跳了起來，跳得格外的高。,29,1,0,0,False
8262,開心地跳了起來，動作格外舒展。,29,1,0,0,False
8263,在面前開心地跳了起來，動作格外舒展。,29,1,0,0,False
8264,開心地跳了起來，動作好像仙人掌怪。,29,1,0,0,False
8265,在面前開心地跳了起來，動作好像仙人掌怪。,29,1,0,0,False
8266,以手撫胸。,29,1,0,0,False
8267,面向以手撫胸。,29,1,0,0,False
8268,開始聲援。,29,1,0,0,False
8269,熱烈聲援。,29,1,0,0,False
8270,開始聲援。,29,1,0,0,False
8271,熱烈聲援。,29,1,0,0,False
8272,開始聲援。,29,1,0,0,False
8273,熱烈聲援。,29,1,0,0,False
8274,施展了守護天節的魔咒。,29,1,0,0,False
8275,對施展了守護天節的魔咒。,29,1,0,0,False
8276,比對了文獻。,29,1,0,0,False
8277,在面前比對了文獻。,29,1,0,0,False
8278,愉快地吃起了炸雞。,29,1,0,0,False
8279,在的面前愉快地吃起了炸雞。,29,1,0,0,False
8280,躍向高空，發動眾生離絕。,29,1,0,0,False
8281,向發動了「眾生離絕」，沒有造成傷害。,29,1,0,0,False
8282,垂頭喪氣，提不起一點精神。,29,1,0,0,False
8283,在的面前垂頭喪氣，提不起一點精神。,29,1,0,0,False
8284,通過比心傳達愛意。,29,1,0,0,False
8285,通過比心向傳達愛意。,29,1,0,0,False
8286,跳起了兔兔舞。,29,1,0,0,False
8287,在面前跳起了兔兔舞。,29,1,0,0,False
8288,得意洋洋地擺出了驕傲的姿勢。,29,1,0,0,False
8289,在面前得意洋洋地擺出了驕傲的姿勢。,29,1,0,0,False
8290,慶祝了勝利。,29,1,0,0,False
8291,在面前慶祝了勝利。,29,1,0,0,False
8292,烹飪了一份簡單美味的煎蛋。,29,1,0,0,False
8293,為烹飪了一份簡單美味的煎蛋。,29,1,0,0,False
8294,用大團扇扇風。,29,1,0,0,False
8295,對著用大團扇扇風。,29,1,0,0,False
8296,開始等待指示。,29,1,0,0,False
8297,開始等待的指示。,29,1,0,0,False
8298,開始澆水。,29,1,0,0,False
8299,開始為澆水。,29,1,0,0,False
8300,搖起了雪克杯。,29,1,0,0,False
8301,在面前搖起了雪克杯。,29,1,0,0,False
8302,擺出了象徵自由的姿勢。,29,1,0,0,False
8303,在面前擺出了象徵自由的姿勢。,29,1,0,0,False
8304,送上花束。,29,1,0,0,False
8305,為送上花束。,29,1,0,0,False
8306,吹起了泡泡。,29,1,0,0,False
8307,對著吹起了泡泡。,29,1,0,0,False
8308,高呼噢霍卡利！,29,1,0,0,False
8309,向高呼噢霍卡利！,29,1,0,0,False
8310,拍了張照片。,29,1,0,0,False
8311,為拍了張照片。,29,1,0,0,False
8312,,0,0,0,0,False
8313,,0,0,0,0,False
8314,開始大驚小怪起來。,29,1,0,0,False
8315,在面前顯得有些大驚小怪。,29,1,0,0,False
8316,,0,0,0,0,False
8317,,0,0,0,0,False
8318,有些暈頭轉向。,29,1,0,0,False
8319,在面前不禁有些暈頭轉向。,29,1,0,0,False
8320,,0,0,0,0,False
8321,,0,0,0,0,False
8322,玩起了神典石。,29,1,0,0,False
8323,在面前玩起了神典石。,29,1,0,0,False
8324,認真學習了書本的內容。,29,1,0,0,False
8325,在面前認真學習了書本的內容。,29,1,0,0,False
8326,,0,0,0,0,False
8327,,0,0,0,0,False
8328,,0,0,0,0,False
8329,,0,0,0,0,False
8330,,0,0,0,0,False
8331,,0,0,0,0,False
8332,,0,0,0,0,False
8333,,0,0,0,0,False
8334,,0,0,0,0,False
8335,,0,0,0,0,False
8336,,0,0,0,0,False
8337,,0,0,0,0,False
8338,,0,0,0,0,False
8339,,0,0,0,0,False
8340,,0,0,0,0,False
8341,,0,0,0,0,False
8342,,0,0,0,0,False
8343,,0,0,0,0,False
8344,,0,0,0,0,False
8345,,0,0,0,0,False
8346,,0,0,0,0,False
8347,,0,0,0,0,False
8348,,0,0,0,0,False
8349,,0,0,0,0,False
8350,,0,0,0,0,False
8351,,0,0,0,0,False
8352,,0,0,0,0,False
8353,,0,0,0,0,False
8354,,0,0,0,0,False
8355,,0,0,0,0,False
8356,,0,0,0,0,False
8357,,0,0,0,0,False
8358,,0,0,0,0,False
8359,,0,0,0,0,False
8360,,0,0,0,0,False
8361,,0,0,0,0,False
8362,,0,0,0,0,False
8363,,0,0,0,0,False
8364,,0,0,0,0,False
8365,,0,0,0,0,False
8366,,0,0,0,0,False
8367,,0,0,0,0,False
8368,,0,0,0,0,False
8369,,0,0,0,0,False
8370,,0,0,0,0,False
8371,,0,0,0,0,False
8372,,0,0,0,0,False
8373,,0,0,0,0,False
8374,,0,0,0,0,False
8375,,0,0,0,0,False
8376,,0,0,0,0,False
8377,,0,0,0,0,False
8378,,0,0,0,0,False
8379,,0,0,0,0,False
8380,,0,0,0,0,False
8381,,0,0,0,0,False
8382,,0,0,0,0,False
8383,,0,0,0,0,False
8384,,0,0,0,0,False
8385,,0,0,0,0,False
8386,,0,0,0,0,False
8387,,0,0,0,0,False
8388,,0,0,0,0,False
8389,,0,0,0,0,False
8390,,0,0,0,0,False
8391,,0,0,0,0,False
8392,,0,0,0,0,False
8393,,0,0,0,0,False
8394,,0,0,0,0,False
8395,,0,0,0,0,False
8396,,0,0,0,0,False
8397,,0,0,0,0,False
8398,,0,0,0,0,False
8399,,0,0,0,0,False
8400,,0,0,0,0,False
8401,,0,0,0,0,False
8402,,0,0,0,0,False
8403,,0,0,0,0,False
8404,,0,0,0,0,False
8405,,0,0,0,0,False
8406,,0,0,0,0,False
8407,,0,0,0,0,False
8408,,0,0,0,0,False
8409,,0,0,0,0,False
8410,,0,0,0,0,False
8411,,0,0,0,0,False
8412,,0,0,0,0,False
8413,,0,0,0,0,False
8414,,0,0,0,0,False
8415,,0,0,0,0,False
8416,,0,0,0,0,False
8417,,0,0,0,0,False
8418,,0,0,0,0,False
8419,,0,0,0,0,False
8420,,0,0,0,0,False
8421,,0,0,0,0,False
8422,,0,0,0,0,False
8423,,0,0,0,0,False
8424,,0,0,0,0,False
8425,,0,0,0,0,False
8426,,0,0,0,0,False
8427,,0,0,0,0,False
8428,,0,0,0,0,False
8429,,0,0,0,0,False
8430,,0,0,0,0,False
8431,,0,0,0,0,False
8432,,0,0,0,0,False
8433,,0,0,0,0,False
8434,,0,0,0,0,False
8435,,0,0,0,0,False
8436,,0,0,0,0,False
8437,,0,0,0,0,False
8438,,0,0,0,0,False
8439,,0,0,0,0,False
8440,,0,0,0,0,False
8441,,0,0,0,0,False
8442,,0,0,0,0,False
8443,,0,0,0,0,False
8444,,0,0,0,0,False
8445,,0,0,0,0,False
8446,,0,0,0,0,False
8447,,0,0,0,0,False
8448,,0,0,0,0,False
8449,,0,0,0,0,False
8450,,0,0,0,0,False
8451,,0,0,0,0,False
8452,,0,0,0,0,False
8453,,0,0,0,0,False
8454,,0,0,0,0,False
8455,,0,0,0,0,False
8456,,0,0,0,0,False
8457,,0,0,0,0,False
8458,,0,0,0,0,False
8459,,0,0,0,0,False
8460,,0,0,0,0,False
8461,,0,0,0,0,False
8462,,0,0,0,0,False
8463,,0,0,0,0,False
8464,,0,0,0,0,False
8465,,0,0,0,0,False
8466,,0,0,0,0,False
8467,,0,0,0,0,False
8468,,0,0,0,0,False
8469,,0,0,0,0,False
8470,,0,0,0,0,False
8471,,0,0,0,0,False
8472,,0,0,0,0,False
8473,,0,0,0,0,False
8474,,0,0,0,0,False
8475,,0,0,0,0,False
8476,,0,0,0,0,False
8477,,0,0,0,0,False
8478,,0,0,0,0,False
8479,,0,0,0,0,False
8480,,0,0,0,0,False
8481,,0,0,0,0,False
8482,,0,0,0,0,False
8483,,0,0,0,0,False
8484,,0,0,0,0,False
8485,,0,0,0,0,False
8486,,0,0,0,0,False
8487,,0,0,0,0,False
8488,,0,0,0,0,False
8489,,0,0,0,0,False
8490,,0,0,0,0,False
8491,,0,0,0,0,False
8492,,0,0,0,0,False
8493,,0,0,0,0,False
8494,,0,0,0,0,False
8495,,0,0,0,0,False
8496,,0,0,0,0,False
8497,,0,0,0,0,False
8498,,0,0,0,0,False
8499,,0,0,0,0,False
8500,,0,0,0,0,False
8501,,0,0,0,0,False
8502,,0,0,0,0,False
8503,,0,0,0,0,False
8504,,0,0,0,0,False
8505,,0,0,0,0,False
8506,,0,0,0,0,False
8507,,0,0,0,0,False
8508,,0,0,0,0,False
8509,,0,0,0,0,False
8510,,0,0,0,0,False
8511,,0,0,0,0,False
8512,,0,0,0,0,False
8513,,0,0,0,0,False
8514,,0,0,0,0,False
8515,,0,0,0,0,False
8516,,0,0,0,0,False
8517,,0,0,0,0,False
8518,,0,0,0,0,False
8519,,0,0,0,0,False
8520,,0,0,0,0,False
8521,,0,0,0,0,False
8522,,0,0,0,0,False
8523,,0,0,0,0,False
8524,,0,0,0,0,False
8525,,0,0,0,0,False
8526,,0,0,0,0,False
8527,,0,0,0,0,False
8528,,0,0,0,0,False
8529,,0,0,0,0,False
8530,,0,0,0,0,False
8531,,0,0,0,0,False
8532,,0,0,0,0,False
8533,,0,0,0,0,False
8534,,0,0,0,0,False
8535,,0,0,0,0,False
8536,,0,0,0,0,False
8537,,0,0,0,0,False
8538,,0,0,0,0,False
8539,,0,0,0,0,False
8540,,0,0,0,0,False
8541,,0,0,0,0,False
8542,,0,0,0,0,False
8543,,0,0,0,0,False
8544,,0,0,0,0,False
8545,,0,0,0,0,False
8546,,0,0,0,0,False
8547,,0,0,0,0,False
8548,,0,0,0,0,False
8549,,0,0,0,0,False
8550,,0,0,0,0,False
8551,,0,0,0,0,False
8552,,0,0,0,0,False
8553,,0,0,0,0,False
8554,,0,0,0,0,False
8555,,0,0,0,0,False
8556,,0,0,0,0,False
8557,,0,0,0,0,False
8558,,0,0,0,0,False
8559,,0,0,0,0,False
8560,,0,0,0,0,False
8561,,0,0,0,0,False
8562,,0,0,0,0,False
8563,,0,0,0,0,False
8564,,0,0,0,0,False
8565,,0,0,0,0,False
8566,,0,0,0,0,False
8567,,0,0,0,0,False
8568,,0,0,0,0,False
8569,,0,0,0,0,False
8570,,0,0,0,0,False
8571,,0,0,0,0,False
8572,,0,0,0,0,False
8573,,0,0,0,0,False
8574,,0,0,0,0,False
8575,,0,0,0,0,False
8576,,0,0,0,0,False
8577,,0,0,0,0,False
8578,,0,0,0,0,False
8579,,0,0,0,0,False
8580,,0,0,0,0,False
8581,,0,0,0,0,False
8582,,0,0,0,0,False
8583,,0,0,0,0,False
8584,,0,0,0,0,False
8585,,0,0,0,0,False
8586,,0,0,0,0,False
8587,,0,0,0,0,False
8588,,0,0,0,0,False
8589,,0,0,0,0,False
8590,,0,0,0,0,False
8591,,0,0,0,0,False
8592,,0,0,0,0,False
8593,,0,0,0,0,False
8594,,0,0,0,0,False
8595,,0,0,0,0,False
8596,,0,0,0,0,False
8597,,0,0,0,0,False
8598,,0,0,0,0,False
8599,,0,0,0,0,False
8600,,0,0,0,0,False
8601,,0,0,0,0,False
8602,,0,0,0,0,False
8603,,0,0,0,0,False
8604,,0,0,0,0,False
8605,,0,0,0,0,False
8606,,0,0,0,0,False
8607,,0,0,0,0,False
8608,,0,0,0,0,False
8609,,0,0,0,0,False
8610,,0,0,0,0,False
8611,,0,0,0,0,False
8612,,0,0,0,0,False
8613,,0,0,0,0,False
8614,,0,0,0,0,False
8615,,0,0,0,0,False
8616,,0,0,0,0,False
8617,,0,0,0,0,False
8618,,0,0,0,0,False
8619,,0,0,0,0,False
8620,,0,0,0,0,False
8621,,0,0,0,0,False
8622,,0,0,0,0,False
8623,,0,0,0,0,False
8624,,0,0,0,0,False
8625,,0,0,0,0,False
8626,,0,0,0,0,False
8627,,0,0,0,0,False
8628,,0,0,0,0,False
8629,,0,0,0,0,False
8630,,0,0,0,0,False
8631,,0,0,0,0,False
8632,,0,0,0,0,False
8633,,0,0,0,0,False
8634,,0,0,0,0,False
8635,,0,0,0,0,False
8636,,0,0,0,0,False
8637,,0,0,0,0,False
8638,,0,0,0,0,False
8639,,0,0,0,0,False
8640,,0,0,0,0,False
8641,,0,0,0,0,False
8642,,0,0,0,0,False
8643,,0,0,0,0,False
8644,,0,0,0,0,False
8645,,0,0,0,0,False
8646,,0,0,0,0,False
8647,,0,0,0,0,False
8648,,0,0,0,0,False
8649,,0,0,0,0,False
8650,,0,0,0,0,False
8651,,0,0,0,0,False
8652,,0,0,0,0,False
8653,,0,0,0,0,False
8654,,0,0,0,0,False
8655,,0,0,0,0,False
8656,,0,0,0,0,False
8657,,0,0,0,0,False
8658,,0,0,0,0,False
8659,,0,0,0,0,False
8660,,0,0,0,0,False
8661,,0,0,0,0,False
8662,,0,0,0,0,False
8663,,0,0,0,0,False
8664,,0,0,0,0,False
8665,,0,0,0,0,False
8666,,0,0,0,0,False
8667,,0,0,0,0,False
8668,,0,0,0,0,False
8669,,0,0,0,0,False
8670,,0,0,0,0,False
8671,,0,0,0,0,False
8672,,0,0,0,0,False
8673,,0,0,0,0,False
8674,,0,0,0,0,False
8675,,0,0,0,0,False
8676,,0,0,0,0,False
8677,,0,0,0,0,False
8678,,0,0,0,0,False
8679,,0,0,0,0,False
8680,,0,0,0,0,False
8681,,0,0,0,0,False
8682,,0,0,0,0,False
8683,,0,0,0,0,False
8684,,0,0,0,0,False
8685,,0,0,0,0,False
8686,,0,0,0,0,False
8687,,0,0,0,0,False
8688,,0,0,0,0,False
8689,,0,0,0,0,False
8690,,0,0,0,0,False
8691,,0,0,0,0,False
8692,,0,0,0,0,False
8693,,0,0,0,0,False
8694,,0,0,0,0,False
8695,,0,0,0,0,False
8696,,0,0,0,0,False
8697,,0,0,0,0,False
8698,,0,0,0,0,False
8699,,0,0,0,0,False
8700,,0,0,0,0,False
8701,,0,0,0,0,False
8702,,0,0,0,0,False
8703,,0,0,0,0,False
8704,,0,0,0,0,False
8705,,0,0,0,0,False
8706,,0,0,0,0,False
8707,,0,0,0,0,False
8708,,0,0,0,0,False
8709,,0,0,0,0,False
8710,,0,0,0,0,False
8711,,0,0,0,0,False
8712,,0,0,0,0,False
8713,,0,0,0,0,False
8714,,0,0,0,0,False
8715,,0,0,0,0,False
8716,,0,0,0,0,False
8717,,0,0,0,0,False
8718,,0,0,0,0,False
8719,,0,0,0,0,False
8720,,0,0,0,0,False
8721,,0,0,0,0,False
8722,,0,0,0,0,False
8723,,0,0,0,0,False
8724,,0,0,0,0,False
8725,,0,0,0,0,False
8726,,0,0,0,0,False
8727,,0,0,0,0,False
8728,,0,0,0,0,False
8729,,0,0,0,0,False
8730,,0,0,0,0,False
8731,,0,0,0,0,False
8732,,0,0,0,0,False
8733,,0,0,0,0,False
8734,,0,0,0,0,False
8735,,0,0,0,0,False
8736,,0,0,0,0,False
8737,,0,0,0,0,False
8738,,0,0,0,0,False
8739,,0,0,0,0,False
8740,,0,0,0,0,False
8741,,0,0,0,0,False
8742,,0,0,0,0,False
8743,,0,0,0,0,False
8744,,0,0,0,0,False
8745,,0,0,0,0,False
8746,,0,0,0,0,False
8747,,0,0,0,0,False
8748,,0,0,0,0,False
8749,,0,0,0,0,False
8750,,0,0,0,0,False
8751,,0,0,0,0,False
8752,,0,0,0,0,False
8753,,0,0,0,0,False
8754,,0,0,0,0,False
8755,,0,0,0,0,False
8756,,0,0,0,0,False
8757,,0,0,0,0,False
8758,,0,0,0,0,False
8759,,0,0,0,0,False
8760,,0,0,0,0,False
8761,,0,0,0,0,False
8762,,0,0,0,0,False
8763,,0,0,0,0,False
8764,,0,0,0,0,False
8765,,0,0,0,0,False
8766,,0,0,0,0,False
8767,,0,0,0,0,False
8768,,0,0,0,0,False
8769,,0,0,0,0,False
8770,,0,0,0,0,False
8771,,0,0,0,0,False
8772,,0,0,0,0,False
8773,,0,0,0,0,False
8774,,0,0,0,0,False
8775,,0,0,0,0,False
8776,,0,0,0,0,False
8777,,0,0,0,0,False
8778,,0,0,0,0,False
8779,,0,0,0,0,False
8780,,0,0,0,0,False
8781,,0,0,0,0,False
8782,,0,0,0,0,False
8783,,0,0,0,0,False
8784,,0,0,0,0,False
8785,,0,0,0,0,False
8786,,0,0,0,0,False
8787,,0,0,0,0,False
8788,,0,0,0,0,False
8789,,0,0,0,0,False
8790,,0,0,0,0,False
8791,,0,0,0,0,False
8792,,0,0,0,0,False
8793,,0,0,0,0,False
8794,,0,0,0,0,False
8795,,0,0,0,0,False
8796,,0,0,0,0,False
8797,,0,0,0,0,False
8798,,0,0,0,0,False
8799,,0,0,0,0,False
8800,,0,0,0,0,False
8801,,0,0,0,0,False
8802,,0,0,0,0,False
8803,,0,0,0,0,False
8804,,0,0,0,0,False
8805,,0,0,0,0,False
8806,,0,0,0,0,False
8807,,0,0,0,0,False
8808,,0,0,0,0,False
8809,,0,0,0,0,False
8810,,0,0,0,0,False
8811,,0,0,0,0,False
8812,,0,0,0,0,False
8813,,0,0,0,0,False
8814,,0,0,0,0,False
8815,,0,0,0,0,False
8816,,0,0,0,0,False
8817,,0,0,0,0,False
8818,,0,0,0,0,False
8819,,0,0,0,0,False
8820,,0,0,0,0,False
8821,,0,0,0,0,False
8822,,0,0,0,0,False
8823,,0,0,0,0,False
8824,,0,0,0,0,False
8825,,0,0,0,0,False
8826,,0,0,0,0,False
8827,,0,0,0,0,False
8828,,0,0,0,0,False
8829,,0,0,0,0,False
8830,,0,0,0,0,False
8831,,0,0,0,0,False
8832,,0,0,0,0,False
8833,,0,0,0,0,False
8834,,0,0,0,0,False
8835,,0,0,0,0,False
8836,,0,0,0,0,False
8837,,0,0,0,0,False
8838,,0,0,0,0,False
8839,,0,0,0,0,False
8840,,0,0,0,0,False
8841,,0,0,0,0,False
8842,,0,0,0,0,False
8843,,0,0,0,0,False
8844,,0,0,0,0,False
8845,,0,0,0,0,False
8846,,0,0,0,0,False
8847,,0,0,0,0,False
8848,,0,0,0,0,False
8849,,0,0,0,0,False
8850,,0,0,0,0,False
8851,,0,0,0,0,False
8852,,0,0,0,0,False
8853,,0,0,0,0,False
8854,,0,0,0,0,False
8855,,0,0,0,0,False
8856,,0,0,0,0,False
8857,,0,0,0,0,False
8858,,0,0,0,0,False
8859,,0,0,0,0,False
8860,,0,0,0,0,False
8861,,0,0,0,0,False
8862,,0,0,0,0,False
8863,,0,0,0,0,False
8864,,0,0,0,0,False
8865,,0,0,0,0,False
8866,,0,0,0,0,False
8867,,0,0,0,0,False
8868,,0,0,0,0,False
8869,,0,0,0,0,False
8870,,0,0,0,0,False
8871,,0,0,0,0,False
8872,,0,0,0,0,False
8873,,0,0,0,0,False
8874,,0,0,0,0,False
8875,,0,0,0,0,False
8876,,0,0,0,0,False
8877,,0,0,0,0,False
8878,,0,0,0,0,False
8879,,0,0,0,0,False
8880,,0,0,0,0,False
8881,,0,0,0,0,False
8882,,0,0,0,0,False
8883,,0,0,0,0,False
8884,,0,0,0,0,False
8885,,0,0,0,0,False
8886,,0,0,0,0,False
8887,,0,0,0,0,False
8888,,0,0,0,0,False
8889,,0,0,0,0,False
8890,,0,0,0,0,False
8891,,0,0,0,0,False
8892,,0,0,0,0,False
8893,,0,0,0,0,False
8894,,0,0,0,0,False
8895,,0,0,0,0,False
8896,,0,0,0,0,False
8897,,0,0,0,0,False
8898,,0,0,0,0,False
8899,,0,0,0,0,False
8900,,0,0,0,0,False
8901,,0,0,0,0,False
8902,,0,0,0,0,False
8903,,0,0,0,0,False
8904,,0,0,0,0,False
8905,,0,0,0,0,False
8906,,0,0,0,0,False
8907,,0,0,0,0,False
8908,,0,0,0,0,False
8909,,0,0,0,0,False
8910,,0,0,0,0,False
8911,,0,0,0,0,False
8912,,0,0,0,0,False
8913,,0,0,0,0,False
8914,,0,0,0,0,False
8915,,0,0,0,0,False
8916,,0,0,0,0,False
8917,,0,0,0,0,False
8918,,0,0,0,0,False
8919,,0,0,0,0,False
8920,,0,0,0,0,False
8921,,0,0,0,0,False
8922,,0,0,0,0,False
8923,,0,0,0,0,False
8924,,0,0,0,0,False
8925,,0,0,0,0,False
8926,,0,0,0,0,False
8927,,0,0,0,0,False
8928,,0,0,0,0,False
8929,,0,0,0,0,False
8930,,0,0,0,0,False
8931,,0,0,0,0,False
8932,,0,0,0,0,False
8933,,0,0,0,0,False
8934,,0,0,0,0,False
8935,,0,0,0,0,False
8936,,0,0,0,0,False
8937,,0,0,0,0,False
8938,,0,0,0,0,False
8939,,0,0,0,0,False
8940,,0,0,0,0,False
8941,,0,0,0,0,False
8942,,0,0,0,0,False
8943,,0,0,0,0,False
8944,,0,0,0,0,False
8945,,0,0,0,0,False
8946,,0,0,0,0,False
8947,,0,0,0,0,False
8948,,0,0,0,0,False
8949,,0,0,0,0,False
8950,,0,0,0,0,False
8951,,0,0,0,0,False
8952,,0,0,0,0,False
8953,,0,0,0,0,False
8954,,0,0,0,0,False
8955,,0,0,0,0,False
8956,,0,0,0,0,False
8957,,0,0,0,0,False
8958,,0,0,0,0,False
8959,,0,0,0,0,False
8960,,0,0,0,0,False
8961,,0,0,0,0,False
8962,,0,0,0,0,False
8963,,0,0,0,0,False
8964,,0,0,0,0,False
8965,,0,0,0,0,False
8966,,0,0,0,0,False
8967,,0,0,0,0,False
8968,,0,0,0,0,False
8969,,0,0,0,0,False
8970,,0,0,0,0,False
8971,,0,0,0,0,False
8972,,0,0,0,0,False
8973,,0,0,0,0,False
8974,,0,0,0,0,False
8975,,0,0,0,0,False
8976,,0,0,0,0,False
8977,,0,0,0,0,False
8978,,0,0,0,0,False
8979,,0,0,0,0,False
8980,,0,0,0,0,False
8981,,0,0,0,0,False
8982,,0,0,0,0,False
8983,,0,0,0,0,False
8984,,0,0,0,0,False
8985,,0,0,0,0,False
8986,,0,0,0,0,False
8987,,0,0,0,0,False
8988,,0,0,0,0,False
8989,,0,0,0,0,False
8990,,0,0,0,0,False
8991,,0,0,0,0,False
8992,,0,0,0,0,False
8993,,0,0,0,0,False
8994,,0,0,0,0,False
8995,,0,0,0,0,False
8996,,0,0,0,0,False
8997,,0,0,0,0,False
8998,,0,0,0,0,False
8999,,0,0,0,0,False
9000,,0,0,0,0,False
9001,由於沒有，未能獲得報酬。,60,9,0,0,False
9002,發現了財寶！！,57,33,0,0,False
9003,財寶好像是在正北方向很近的地方！,57,33,0,0,False
9004,財寶好像是在正北方向不遠的地方！,57,33,0,0,False
9005,財寶好像是在正北方向稍遠的地方！,57,33,0,0,False
9006,財寶好像是在正北方向很遠的地方！,57,33,0,0,False
9007,"看起來很喜歡你。
可以使用任務道具「」請它幫忙尋找財寶！",57,65,0,0,False
9008,不見了……,57,33,0,0,False
9009,倒下了……,57,33,0,0,False
9010,使用獲得了最高評價。,57,33,0,0,False
9011,心滿意足地離開了。,57,33,0,0,False
9012,一定時間經過，發現的財寶消失了。,57,33,0,0,False
9013,,0,0,0,0,False
9014,,0,0,0,0,False
9015,,0,0,0,0,False
9016,,0,0,0,0,False
9017,,0,0,0,0,False
9018,,0,0,0,0,False
9019,,0,0,0,0,False
9020,【放出了微弱的光芒】,57,33,0,0,False
9021,【放出了暗淡的光芒】,57,33,0,0,False
9022,【放出了光芒】,57,33,0,0,False
9023,【放出了明亮的光芒】,57,33,0,0,False
9024,【放出了非常明亮的光芒】,57,33,0,0,False
9025,【放出了奪目的光芒】,57,33,0,0,False
9026,【放出了璀璨奪目的光芒】,57,33,0,0,False
9027,【中的混合乙太已滿】,57,33,0,0,False
9028,,0,0,0,0,False
9029,,0,0,0,0,False
9030,小隊成員中存在超域旅者，無法申請組建戰隊。,60,9,0,0,False
9031,由於未在原始DC，無法同意組建戰隊。,60,9,0,0,False
9032,,0,0,0,0,False
9033,,0,0,0,0,False
9034,,0,0,0,0,False
9035,"已繼承的快速鍵／十字快速鍵配置。
建議玩家確認已習得的特職技能，並調整快速鍵／十字快速鍵。",57,33,0,0,False
9036,"未繼承快速鍵／十字快速鍵配置。
下次使用時，將再次確認是否繼承快速鍵配置。",57,33,0,0,False
9037,,0,0,0,0,False
9038,,0,0,0,0,False
9039,,0,0,0,0,False
9040,,0,0,0,0,False
9041,交換和需要完成任務「」或任務「」。,57,9,0,0,False
9042,,0,0,0,0,False
9043,交換和需要突破「」。,57,9,0,0,False
9044,交換和需要達成成就「」。,57,9,0,0,False
9045,,0,0,0,0,False
9046,,0,0,0,0,False
9047,,0,0,0,0,False
9048,,0,0,0,0,False
9049,,0,0,0,0,False
9050,,0,0,0,0,False
9051,獲得了0點元素經驗值。,64,1,0,0,False
9052,失去了0點元素經驗值……,64,1,0,0,False
9053,元素等級提升了！ 的元素等級升到了UNKNOWN級。,64,1,0,0,False
9054,元素等級下降了……的元素等級降到了UNKNOWN級。,64,1,0,0,False
9055,,0,0,0,0,False
9056,,0,0,0,0,False
9057,,0,0,0,0,False
9058,,0,0,0,0,False
9059,,0,0,0,0,False
9060,,0,0,0,0,False
9061,目前元素等級與推薦元素等級相差過大，無法獲得全部報酬。,60,9,0,0,False
9062,無法獲取道具，背包已滿。,60,9,0,0,False
9063,附近出現了新的危險標的怪物！,57,32,1,0,False
9064,魔素乙太完全恢復了！,57,33,0,0,False
9065,無法進行旋轉操作，魔素乙太不足。,60,8,0,0,False
9066,目前無法進行該操作。,60,8,0,0,False
9067,"本任務中元素等級超過UNKNOWN的角色，
會自動被同步回UNKNOWN級。",57,65,0,0,False
9068,本任務中，目前角色會獲得促進角色成長的強化狀態。,57,65,0,0,False
9069,發動了的效果，重新甦醒了過來！,57,33,0,0,False
9070,提取出了新的文理技能「UNKNOWN」。,57,33,0,0,False
9071,至今提取出的文理技能已達到UNKNOWN種。,57,33,0,0,False
9072,操控文理融合器時無法使用文理技能。,60,8,0,0,False
9073,保留提取出的屬性，的性能更新了。,57,33,0,0,False
9074,不保留提取出的屬性，武器的性能未發生變化。,57,33,0,0,False
9075,已將魔素板的屬性自動調整關閉。,57,32,0,0,False
9076,,0,0,0,0,False
9077,,0,0,0,0,False
9078,,0,0,0,0,False
9079,,0,0,0,0,False
9080,島內乙太之光「」開放。,57,33,0,0,False
9081,無法開放，元素等級未達到UNKNOWN級。,60,33,0,0,False
9082,沒有可移動的島內乙太之光。,60,33,0,0,False
9083,,0,0,0,0,False
9084,,0,0,0,0,False
9085,,0,0,0,0,False
9086,,0,0,0,0,False
9087,,0,0,0,0,False
9088,,0,0,0,0,False
9089,,0,0,0,0,False
9090,,0,0,0,0,False
9091,,0,0,0,0,False
9092,,0,0,0,0,False
9093,,0,0,0,0,False
9094,,0,0,0,0,False
9095,,0,0,0,0,False
9096,,0,0,0,0,False
9097,,0,0,0,0,False
9098,,0,0,0,0,False
9099,,0,0,0,0,False
9100,消耗了一個「地脈安定器」，通過不穩定乙太之節進行了傳送！,57,33,0,0,False
9101,無法利用不穩定乙太之節進行傳送，未持有「地脈安定器」。,60,8,0,0,False
9102,絕對的美德的分身出現在了豐水地帶某處！,57,33,0,0,False
9103,發現了隱藏的陷阱！,57,33,0,0,False
9104,附近感覺到有隱藏的陷阱！,57,32,0,0,False
