#,Name,UnlockLink,Icon,VFX,ActionTimelineHit,PrimaryCostValue,SecondaryCostValue,ActionCombo,Cast100ms,Recast100ms,ActionProcStatus,StatusGainSelf,Omen,OmenAlt,AnimationEnd,ActionCategory,Unknown1,AnimationStart,Unknown2,BehaviourType,ClassJobLevel,CastType,EffectRange,XAxisModifier,PrimaryCostType,SecondaryCostType,ExtraCastTime100ms,CooldownGroup,AdditionalCooldownGroup,MaxCharges,Aspect,Unknown4,ClassJobCategory,AutoAttackBehaviour,EquivalenceGroup,Unknown_70,ClassJob,Range,DeadTargetBehaviour,AttackType,Unknown8,IsRoleAction,CanTargetSelf,CanTargetParty,CanTargetAlliance,CanTargetHostile,CanTargetAlly,Unknown10,TargetArea,CanTargetOwnPet,CanTargetPartyPet,RequiresLineOfSight,NeedToFaceTarget,Unknown14,PreservesCombo,Unknown15,AffectsPosition,IsPvP,Unknown16,LogCastMessage,Unknown18,LogMissMessage,LogActionMessage,Unknown21,Unknown22,Unknown23,CanUseWhileMounted,Unknown25,IsPlayerAction,Unknown27
39652,金臂鉤連擊,0,405,0,5996,0,0,0,61,0,0,0,2,0,1378,3,0,8,0,0,0,12,70,34,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39653,金臂鉤連擊,0,405,0,5996,0,0,0,61,0,0,0,2,0,1378,3,0,8,0,0,0,12,70,34,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39654,金臂鉤連擊,0,405,0,5996,0,0,0,31,0,0,0,2,0,1378,3,0,8,0,0,0,12,50,34,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39655,金臂鉤連擊,0,405,0,5996,0,0,0,31,0,0,0,2,0,1378,3,0,8,0,0,0,12,50,34,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39656,金臂鉤連擊,0,405,555,5996,0,0,0,49,0,0,0,0,0,3224,3,0,10,0,66,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39657,金臂鉤連擊,0,405,555,5996,0,0,0,49,0,0,0,0,0,3225,3,0,10,0,66,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39658,金臂鉤連擊,0,405,556,5996,0,0,0,49,0,0,0,0,0,3226,3,0,11,0,20,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39659,金臂鉤連擊,0,405,556,5996,0,0,0,49,0,0,0,0,0,3227,3,0,11,0,20,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39660,金臂鉤連擊,0,405,555,5996,0,0,0,30,0,0,0,0,0,3222,3,0,96,0,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
39661,金臂鉤連擊,0,405,556,5996,0,0,0,30,0,0,0,0,0,3223,3,0,139,0,66,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
39662,金臂鉤連擊,0,405,556,5996,0,0,0,30,0,0,0,0,0,3223,3,0,139,0,66,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
39663,金臂鉤連擊,0,405,555,5996,0,0,0,30,0,0,0,0,0,3222,3,0,96,0,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
39664,金臂鉤連擊,0,405,0,5996,0,0,0,61,0,0,0,0,0,1378,3,0,8,0,0,0,12,70,34,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39665,金臂鉤連擊,0,405,0,5996,0,0,0,61,0,0,0,0,0,1378,3,0,8,0,0,0,12,70,34,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39666,金臂鉤連擊,0,405,0,5996,0,0,0,31,0,0,0,0,0,1378,3,0,8,0,0,0,12,50,34,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39667,金臂鉤連擊,0,405,0,5996,0,0,0,31,0,0,0,0,0,1378,3,0,8,0,0,0,12,50,34,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39668,血眼凝視,0,405,24,1875,0,0,0,50,0,0,0,0,0,3209,3,0,8,0,0,0,2,8,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39669,,0,405,0,5996,0,0,0,0,0,0,0,0,0,4525,4,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39670,,0,405,0,5996,0,0,0,49,0,0,0,0,0,3203,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39671,,0,405,0,5996,0,0,0,0,0,0,0,0,0,3204,4,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39672,,0,405,0,5996,0,0,0,0,0,0,0,0,0,11263,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39673,聖光幕簾,0,405,0,7010,0,0,0,0,30,0,0,0,0,7036,4,0,0,0,0,0,2,30,0,0,0,0,58,0,0,0,2,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39674,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39675,真空,0,405,24,5996,0,0,0,60,0,0,0,3,0,3203,3,0,8,0,0,0,13,60,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39676,象鼻碎擊,0,405,24,5996,0,0,0,30,40,0,0,5,0,3201,3,0,8,0,0,0,13,12,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,6,0,3,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39677,中水花,0,405,26,5996,0,0,0,30,0,0,0,1,0,520,2,1,8,0,0,0,2,6,0,0,0,0,0,0,0,6,1,0,0,0,0,-1,6,0,5,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39678,大水花,0,405,26,5996,0,0,0,40,40,0,0,1,0,4726,2,0,8,0,0,0,2,8,0,0,0,0,0,0,0,6,1,0,0,0,0,-1,25,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39679,電光束,0,405,0,5996,0,0,0,0,40,0,0,0,0,3203,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,40,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39680,雷電彈,0,405,0,1875,0,0,0,0,20,0,0,0,0,6927,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,30,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39681,光之心,0,405,0,6948,0,0,0,0,300,0,0,0,0,6958,4,0,0,0,0,0,2,30,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39682,邪惡詭計,0,405,24,5996,0,0,0,60,0,0,0,0,0,3217,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39683,邪惡詭計,0,405,0,5996,0,0,0,60,0,0,0,445,0,11127,4,0,8,0,0,0,2,4,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39684,邪惡詭計,0,405,0,5996,0,0,0,0,0,0,0,0,0,11127,4,0,8,0,0,0,2,4,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39685,惡夢逼近,0,405,24,5996,0,0,0,50,0,0,0,0,0,3217,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39686,惡夢逼近,0,405,0,5996,0,0,0,20,0,0,0,1,0,11127,4,0,8,0,0,0,2,4,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39687,惡夢逼近,0,405,0,5996,0,0,0,0,0,0,0,1,0,11127,4,0,8,0,0,0,2,4,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39688,愛之雨,0,405,24,5996,0,0,0,50,0,0,0,0,0,3216,4,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39689,愛之滴,0,405,24,5996,0,0,0,50,0,0,0,0,0,3216,4,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39690,,0,405,0,5996,0,0,0,0,0,0,0,0,0,4564,4,0,8,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39691,碎裂,0,405,0,5996,0,0,0,33,0,0,0,573,0,4583,4,0,8,0,0,0,2,8,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39692,甜心烈風,0,405,532,5996,0,0,0,55,0,0,0,0,0,3222,3,0,11,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39693,甜心旋風,0,405,533,5996,0,0,0,55,0,0,0,0,0,3223,3,0,11,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,-1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39694,愛之雨,0,405,0,5996,0,0,0,0,0,0,0,0,0,11194,2,0,8,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39695,愛之滴,0,405,0,5996,0,0,0,0,0,0,0,0,0,11195,2,0,8,0,0,0,2,6,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39696,甜心烈風,0,405,0,5996,0,0,0,62,0,0,0,0,0,1378,3,0,8,0,0,0,12,60,14,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39697,甜心旋風,0,405,0,5996,0,0,0,62,0,0,0,0,0,1378,3,0,8,0,0,0,10,30,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39698,積冰斬,0,405,0,5996,0,0,0,0,0,0,0,0,0,310,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39699,凍土刺,0,405,0,5996,0,0,0,0,0,0,0,0,0,317,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39700,吹雪斬,0,405,0,5996,0,0,0,0,0,0,0,0,0,312,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39701,冰柱劈,0,405,0,5183,0,0,0,0,0,0,0,0,0,5182,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39702,迅貓急襲,0,405,0,5996,0,0,0,135,0,0,0,182,0,1378,3,0,8,0,0,0,8,0,6,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39703,迅貓急襲,0,405,0,5996,0,0,0,140,0,0,0,181,0,1378,3,0,8,0,0,0,2,11,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39704,迅貓急襲,0,405,0,5996,0,0,0,135,0,0,0,182,0,1378,3,0,8,0,0,0,8,0,6,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39705,圖拉爾中勁風,0,405,0,1875,0,0,0,0,0,0,0,0,0,463,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39706,圖拉爾中巨岩,0,405,7,1875,0,0,0,25,0,0,0,0,0,456,2,0,32,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39707,圖拉爾中療傷,0,405,8,1875,0,0,0,15,0,0,0,0,0,458,2,0,32,0,0,0,1,0,0,0,0,0,0,0,0,7,2,0,0,0,0,-1,30,0,5,False,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39708,圖拉爾醫治,0,405,8,1909,0,0,0,20,0,0,0,0,0,452,2,0,32,0,0,0,2,25,0,0,0,0,0,0,0,7,2,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39709,迅貓急襲,0,405,0,5996,0,0,0,140,0,0,0,181,0,1378,3,0,8,0,0,0,2,11,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39710,瓦努拳,0,405,0,1875,0,0,0,0,0,0,0,0,0,3207,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,3,0,3,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39711,衝擊波,0,405,24,5996,0,0,0,0,0,0,0,0,0,11242,4,0,8,0,0,0,2,60,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39712,投盾,0,405,0,5996,0,0,0,0,0,0,0,0,0,316,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,25,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39713,突擊,0,405,24,1875,0,0,0,50,200,0,0,182,0,3206,3,0,8,0,1,0,8,0,5,0,0,0,0,0,0,7,1,0,0,0,0,-1,25,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39714,輪軸迴旋,0,405,24,1875,0,0,0,30,200,0,0,181,0,3209,3,0,8,0,0,0,2,6,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39715,浮空迴旋,0,405,24,1875,0,0,0,30,200,0,0,322,0,3210,3,0,11,0,0,0,10,10,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39716,哭泣表情,0,405,24,1875,0,0,0,30,200,0,0,181,0,3201,3,0,8,0,0,0,2,6,0,0,0,0,0,0,0,6,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39717,生氣表情,0,405,24,1875,0,0,0,30,200,0,0,182,0,3202,3,0,8,0,0,0,12,15,4,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39718,混亂表情,0,405,24,1875,0,0,0,30,200,0,0,322,0,3203,3,0,8,0,0,0,10,10,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39719,吐口水,0,405,24,1875,0,0,0,30,200,0,0,181,0,3201,3,0,10,0,0,0,2,4,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,25,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39720,橫掃,0,405,24,1875,0,0,0,30,200,0,0,185,0,3217,3,0,8,0,0,0,13,10,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39721,碎岩擊,0,405,24,1875,0,0,0,30,200,0,0,182,0,3218,3,0,8,0,0,0,12,12,4,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39722,雷電崩裂,0,405,24,1875,0,0,0,30,200,0,0,184,0,11088,3,0,8,0,0,0,13,12,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39723,指向雷,0,405,24,1875,0,0,0,30,200,0,0,181,0,3217,2,0,8,0,0,0,2,5,0,0,0,0,0,0,0,5,1,0,0,0,0,-1,25,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39724,金臂鉤連擊,0,405,555,5996,0,0,0,49,0,0,0,0,0,3224,3,0,10,0,66,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39725,金臂鉤連擊,0,405,555,5996,0,0,0,49,0,0,0,0,0,3225,3,0,10,0,66,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39726,金臂鉤連擊,0,405,556,5996,0,0,0,49,0,0,0,0,0,3226,3,0,11,0,20,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39727,金臂鉤連擊,0,405,556,5996,0,0,0,49,0,0,0,0,0,3227,3,0,11,0,20,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39728,金臂鉤連擊,0,405,555,5996,0,0,0,30,0,0,0,0,0,4575,3,0,96,0,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
39729,金臂鉤連擊,0,405,556,5996,0,0,0,30,0,0,0,0,0,4576,3,0,139,0,66,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
39730,金臂鉤連擊,0,405,556,5996,0,0,0,30,0,0,0,0,0,4576,3,0,139,0,66,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
39731,金臂鉤連擊,0,405,555,5996,0,0,0,30,0,0,0,0,0,4575,3,0,96,0,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,100,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
39732,金臂鉤連擊,0,405,0,5996,0,0,0,61,0,0,0,0,0,1378,3,0,8,0,0,0,12,70,34,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39733,金臂鉤連擊,0,405,0,5996,0,0,0,61,0,0,0,0,0,1378,3,0,8,0,0,0,12,70,34,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39734,金臂鉤連擊,0,405,0,5996,0,0,0,31,0,0,0,0,0,1378,3,0,8,0,0,0,12,50,34,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39735,金臂鉤連擊,0,405,0,5996,0,0,0,31,0,0,0,0,0,1378,3,0,8,0,0,0,12,50,34,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39736,急進電湧,0,405,0,5996,0,0,0,85,0,0,0,0,0,1378,3,0,0,0,0,0,12,40,40,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
39737,甜心烈風,0,405,0,5996,0,0,0,62,0,0,0,2,0,1378,3,0,8,0,0,0,12,60,14,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39738,甜心旋風,0,405,0,5996,0,0,0,62,0,0,0,228,0,1378,3,0,8,0,0,0,10,30,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39739,甜心烈風,0,405,0,5996,0,0,0,62,0,0,0,2,0,1378,3,0,8,0,0,0,12,60,14,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
