#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Model,Priority,Enemy,Icon,Order,HP,SkillAngle,Unknown1,Scale,InactiveIdle0,InactiveIdle1,InactiveBattle,InactiveWandering,Behavior,Special,Unknown10,Unknown11,WanderingWait,Unknown2,Cost,Unknown3,SkillCost,Unknown4,MinionRace,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Battle,Roulette,IdleAnimation
455,發條索魯斯,,0,0,0,1,0,0,3566,479,0,4855,9049,520,0,631,100,10,5,0,0,1,0,0,0,8,0,25,40,30,1,3,False,True,False,True,False,False,True,True
456,貓耳小小員,,0,0,0,1,0,0,3627,480,0,4856,10027,500,120,622,90,10,0,0,0,1,0,0,0,8,0,20,26,20,1,3,False,True,False,True,False,False,True,True
457,迷你遺光,,0,0,0,1,0,0,3628,481,0,4857,1101,500,0,620,100,10,0,0,0,1,0,0,0,8,0,25,42,20,1,3,False,True,False,True,False,False,True,True
458,發條深紅驅逐者,,0,0,0,1,0,0,3629,482,0,4858,11026,550,0,620,100,10,0,0,0,1,0,0,0,8,0,30,17,30,2,3,False,True,False,True,False,False,True,True
459,發條蔚藍驅逐者,,0,0,0,1,0,0,3630,482,0,4859,11026,550,0,620,100,10,0,0,0,1,0,0,0,8,0,30,17,30,2,3,False,True,False,True,False,False,True,True
460,斯卡米留尼之形,,0,0,0,1,0,0,3681,483,0,4860,8401,570,0,620,100,10,0,0,0,1,0,0,0,8,0,25,31,30,1,2,False,True,False,True,False,False,True,True
461,辰龍巧兒陸行鳥,,0,0,0,1,0,0,3682,3,0,4861,9,460,360,623,100,10,0,0,0,2,0,0,0,8,0,20,29,20,1,1,True,False,True,False,True,False,True,True
462,鼯鼠,,0,0,0,1,0,0,3683,484,0,4862,3031,430,360,632,100,10,0,0,0,2,1,0,0,8,0,15,22,20,1,1,True,False,True,False,True,False,True,True
463,擦擦羽衣精,,0,0,0,1,0,0,3684,266,0,4863,1103,350,0,620,100,10,0,0,0,2,2,0,0,8,0,10,21,20,1,2,True,False,True,False,True,False,True,True
464,水道蜥蜴,,0,0,0,1,0,0,3685,485,0,4864,3032,400,30,601,100,10,0,0,0,2,0,0,0,8,0,15,23,20,1,1,True,False,True,False,True,False,True,True
465,迷你好友,,0,0,0,1,0,0,3686,486,0,4865,9050,490,360,625,100,10,0,0,0,1,0,0,0,8,0,20,25,20,1,3,False,True,False,True,False,False,True,True
466,迷你艾里克托尼奧斯,,0,0,0,1,0,0,3687,487,0,4866,9051,520,120,605,100,10,0,0,0,1,0,0,0,8,0,25,28,20,1,3,False,True,False,True,False,False,True,True
467,柯基犬,,0,0,0,1,0,0,3731,488,0,4867,3033,600,30,607,90,10,0,0,0,2,0,0,0,8,0,30,14,20,1,1,True,False,True,False,True,False,True,True
468,天藍背魔鳥,,0,0,0,1,0,0,3732,489,0,4868,1104,500,120,608,100,10,0,0,0,2,0,0,0,8,0,25,19,30,1,2,True,False,True,False,True,False,True,True
469,鈴小龍,,0,0,0,1,0,0,3733,490,0,4869,4014,400,360,618,80,10,0,0,0,2,5,0,0,8,0,20,11,20,1,2,True,False,True,False,True,False,True,True
470,自走人偶媽媽,,0,0,0,1,0,0,3734,491,0,4870,13025,410,0,620,100,10,0,0,0,1,0,0,0,8,0,15,43,20,1,4,False,True,False,True,False,False,True,False
471,凱納槽之形,,0,0,0,1,0,0,3735,483,0,4871,8402,390,360,632,100,10,0,0,0,1,0,0,0,8,0,10,22,20,1,2,False,True,False,True,False,False,True,True
472,探明威,,0,0,0,1,0,0,3736,492,0,4872,6006,430,0,620,100,10,5,0,0,2,0,0,0,8,0,15,39,20,2,2,True,False,True,False,True,False,True,True
473,私用棒槌樹,,0,0,0,1,0,0,3737,42,0,4873,1025,390,0,620,100,10,0,0,0,2,0,0,0,8,0,10,33,20,1,1,False,True,False,True,False,False,True,True
474,迷你哈羅妮,,0,0,0,1,0,0,3745,475,0,4874,2109,500,0,620,100,10,0,0,0,1,0,0,0,8,0,20,41,20,1,3,False,True,False,True,False,False,True,True
475,小火車,,0,0,0,1,0,0,3746,493,0,4875,11027,570,120,609,100,10,0,0,0,1,0,0,0,8,0,25,38,30,1,4,False,True,False,True,False,False,True,True
476,迷你戈德伯特,,0,0,0,1,0,0,3747,268,0,4876,9014,650,0,620,100,10,0,0,0,1,0,0,0,8,0,30,34,30,2,3,False,True,False,True,False,False,True,True
477,迷你艾多紐斯,,0,0,0,1,0,0,3748,486,0,4877,9049,410,30,613,100,10,0,0,0,1,0,0,0,8,0,25,23,20,1,3,False,True,False,True,False,False,True,True
478,海鸚,,0,0,0,1,0,0,3817,494,0,4878,5011,410,0,620,100,10,0,0,0,2,2,0,0,8,0,20,44,30,1,1,True,False,True,False,True,False,True,True
479,滄小龍,,0,0,0,1,0,0,3818,495,0,4879,4015,500,0,620,100,10,0,0,0,2,5,0,0,8,0,25,15,40,1,1,True,False,True,False,False,False,True,True
480,送行提燈,,0,0,0,1,0,0,3819,496,0,4880,1107,520,30,621,100,10,0,0,0,1,0,0,0,8,0,30,8,20,1,4,False,True,False,True,False,False,True,True
481,蒸氣飛空獺獺,,0,0,0,1,0,0,3820,280,0,4881,4003,500,30,603,100,10,0,0,0,2,0,0,0,8,0,20,2,20,1,1,True,False,True,False,True,False,True,True
482,紅電氣石武器,,0,0,0,1,0,0,3839,497,0,4882,8301,490,0,620,90,10,0,0,0,1,0,0,0,8,0,30,9,20,1,3,False,True,False,True,False,False,True,True
483,黑小猩,,0,0,0,1,0,0,3840,498,0,4883,3034,350,0,620,100,10,0,0,0,2,0,0,0,8,0,15,49,30,1,1,True,False,True,False,True,False,True,True
484,驚奇炸藥仔,,0,0,0,1,0,0,3841,499,0,4884,1105,610,0,620,100,10,0,0,0,2,0,0,0,8,0,25,37,20,1,2,True,False,True,False,False,False,True,True
485,小呂薩,,0,0,0,1,0,0,3842,500,0,4885,1106,500,0,620,100,10,0,0,0,1,0,0,0,8,0,20,32,40,1,2,False,True,False,True,False,False,True,True
486,忍犬白丸,,0,0,0,1,0,0,3852,341,0,4886,3035,300,360,626,100,10,0,0,0,2,0,0,0,8,0,15,12,20,1,1,True,False,True,False,True,False,True,True
487,迷你雅典娜,,0,0,0,1,0,0,3853,487,0,4887,9051,400,360,634,100,10,0,0,0,1,0,0,0,8,0,25,36,30,1,3,False,True,False,True,False,False,True,True
488,迷你巴爾巴莉希亞,,0,0,0,1,0,0,3854,483,0,4888,8403,400,360,623,100,10,0,0,0,1,0,0,0,8,0,15,30,20,1,2,False,True,False,True,False,False,True,True
489,遮光器土偶,,0,0,0,1,0,0,3856,501,0,4889,11517,340,0,620,100,10,0,0,0,1,0,0,0,8,0,10,46,20,1,3,False,True,False,True,False,False,True,True
490,忍犬黑丸,,0,0,0,1,0,0,3906,341,0,4890,3035,500,360,600,100,10,0,0,0,2,0,0,0,8,0,20,6,30,1,1,True,False,True,False,True,False,True,True
491,烏洛薩帕,,0,0,0,1,0,0,3934,90,0,4891,5012,500,360,623,100,10,0,0,0,2,2,0,0,8,0,20,30,20,1,1,True,False,True,False,True,False,True,True
492,東方的白色土龍？,,0,0,0,1,0,0,3935,386,0,4892,3021,560,360,625,100,10,0,0,0,2,0,0,0,8,0,25,25,20,1,1,True,False,True,False,True,False,True,False
493,綠電氣石武器,,0,0,0,1,0,0,3936,497,0,4893,8302,700,120,605,100,10,0,0,0,1,0,0,0,8,0,30,28,20,1,3,False,True,False,True,False,False,True,True
494,迷你奧修昂,,0,0,0,1,0,0,3937,475,0,4894,2110,590,0,620,100,10,0,0,0,1,0,0,0,8,0,25,9,20,1,3,False,True,False,True,False,False,True,True
495,希德尼亞丘靈,,0,0,0,1,0,0,3938,492,0,4895,11518,480,120,602,100,10,0,0,0,1,0,0,0,8,0,20,4,20,1,4,False,True,False,True,False,False,True,True
496,小小休假員,,0,0,0,1,0,0,3939,480,0,4896,10028,520,360,634,100,10,0,0,0,1,0,0,0,8,0,15,35,25,1,3,False,True,False,True,False,False,True,True
497,迷你高貝扎,,0,0,0,1,0,0,3940,483,0,4897,8405,290,120,605,140,10,0,0,0,1,0,0,0,8,0,10,1,20,1,2,False,True,False,True,False,False,True,True
498,小托加爾,,0,0,0,1,0,0,3989,91,0,4898,12161,420,120,605,100,10,10,0,0,2,0,0,0,8,0,15,23,30,2,1,True,False,True,False,True,False,True,False
499,粉紅糖豆人,,0,0,0,1,0,0,3990,502,0,4899,13026,600,120,609,100,10,0,0,0,2,0,0,0,8,0,25,38,20,1,1,True,False,True,False,True,False,True,False
500,糖豆企鵝,,0,0,0,1,0,0,3991,502,0,4900,13026,500,0,620,100,10,0,0,0,1,0,0,0,8,0,20,37,20,1,3,False,True,False,True,False,False,True,False
501,海德林偶像,,0,0,0,1,0,0,3992,503,0,4901,9201,750,360,618,100,0,10,0,0,1,20,1,0,8,0,30,11,20,2,3,False,True,False,True,False,False,True,True
502,佐狄亞克偶像,,0,0,0,1,0,0,3993,503,0,4902,9202,500,30,611,100,0,10,0,0,1,20,1,1,8,0,30,19,30,2,3,False,True,False,True,False,False,True,True
503,迷你富爾什諾,,0,0,0,1,0,0,3994,504,0,4903,9007,600,360,632,100,10,0,0,0,1,0,0,0,8,0,25,22,20,1,3,False,True,False,True,False,False,True,True
504,迷你吉坦,,0,0,0,1,0,0,3995,505,505,4904,12091,480,0,620,100,10,0,0,0,1,0,0,0,8,0,20,41,20,1,3,False,True,False,True,False,False,True,False
505,迷你嘉妮特,,0,0,0,1,0,0,3996,505,504,4905,12092,350,30,601,100,10,0,0,0,1,0,0,0,8,0,10,19,30,1,3,False,True,False,True,False,False,True,True
506,雷普魯,,0,0,0,1,0,0,3997,383,0,4906,3020,560,120,631,100,10,0,0,0,2,0,0,0,8,0,15,13,20,1,1,True,False,False,True,True,False,True,True
507,小小海牛,,0,0,0,1,0,0,4047,506,0,4907,4016,600,30,640,120,10,0,0,0,2,5,0,0,8,0,15,38,20,1,1,True,False,True,False,True,False,True,True
508,飛梭M9,,0,0,0,1,0,0,4048,507,0,4908,11030,480,360,624,80,10,0,0,0,1,0,0,0,8,0,10,18,30,1,4,False,True,True,False,False,False,True,True
509,小羊駝,,0,0,0,1,0,0,4049,508,0,4909,3036,560,360,630,100,10,0,0,0,2,0,0,0,8,0,20,16,60,1,1,True,False,True,False,True,False,True,True
510,吸蜜怪,,0,0,0,1,0,0,4050,509,0,4910,1113,730,120,605,100,10,0,0,0,2,0,0,0,8,0,25,28,20,1,2,True,False,True,False,True,False,True,False
511,中角羊,,0,0,0,1,0,0,4051,510,0,4911,3038,850,30,601,100,10,0,0,0,2,0,0,0,8,0,30,23,20,1,1,True,False,True,False,True,False,True,True
512,伊克提,,0,0,0,1,0,0,4052,511,0,4912,3039,560,30,604,100,10,0,0,0,2,0,0,0,8,0,15,13,20,1,1,True,False,True,False,True,False,True,True
513,小綠鳥,,0,0,0,1,0,0,4053,512,0,4913,5013,440,360,619,100,10,0,0,0,2,2,0,0,8,0,20,12,20,1,1,True,False,True,False,True,False,True,True
514,小巧郊狼,,0,0,0,1,0,0,4054,513,0,4914,3040,480,360,623,120,10,0,0,0,2,0,0,0,8,0,10,29,20,1,1,True,False,True,False,True,False,True,True
515,洛洛洛特雪精,,0,0,0,1,0,0,4055,514,0,4915,1108,580,30,611,100,10,0,0,0,2,0,0,0,8,0,15,19,30,1,2,False,True,False,True,False,False,True,True
516,玉米大人,,0,0,0,1,0,0,4056,515,0,4916,11519,720,360,615,100,10,0,0,0,2,0,0,0,8,0,25,27,30,1,1,False,True,False,True,False,False,True,True
517,酒杯仙人掌怪,,0,0,0,1,0,0,4057,27,0,4917,1109,520,360,626,70,10,0,0,0,2,0,0,0,8,0,15,12,20,1,2,True,False,True,False,True,False,True,True
518,藍貓,,0,0,0,1,0,0,4058,516,0,4918,3041,480,120,616,100,10,0,0,0,2,0,0,0,8,0,10,1,20,1,1,True,False,True,False,True,False,True,True
519,說話的石頭,,0,0,0,1,0,0,4117,517,0,4919,1110,600,360,637,100,10,0,0,0,1,0,0,0,8,0,25,20,40,1,4,False,True,False,True,False,False,True,True
520,輝鱗族玩偶,,0,0,0,1,0,0,4118,518,0,4920,6007,600,360,632,100,10,0,0,0,1,0,0,0,8,0,20,22,20,1,3,False,True,False,True,False,False,True,True
521,惡作劇小丑,,0,0,0,1,0,0,4119,519,0,4921,1111,480,360,634,100,10,0,0,0,1,0,0,0,8,0,10,35,25,1,2,False,True,False,True,False,False,True,True
522,鐵皮哨兵T1,,0,0,0,1,0,0,4120,520,0,4922,11031,590,30,603,100,10,0,0,0,1,0,0,0,8,0,25,1,30,1,3,False,True,False,True,False,False,True,True
523,驗證體安波羅修,,0,0,0,1,0,0,4121,521,0,4923,1112,580,360,600,100,10,0,0,0,1,0,0,0,8,0,20,6,40,1,3,False,True,False,True,False,False,True,True
524,黑小貓,,0,0,0,1,0,0,4122,522,0,4924,2012,710,30,607,100,10,0,0,0,1,0,0,0,8,0,30,14,20,1,2,False,True,False,True,False,False,True,False
525,新型迷你可露兒,,0,0,0,1,0,0,4123,262,0,4925,9012,560,360,619,100,10,0,0,0,1,0,0,0,8,0,20,26,20,1,3,False,True,False,True,False,False,True,True
526,迷你零,,0,0,0,1,0,0,4124,523,0,4926,9052,600,120,605,100,10,10,0,0,1,0,0,0,8,0,25,20,20,2,3,False,True,False,True,False,False,True,True
527,迷你艾倫維爾,,0,0,0,1,0,0,4125,524,0,4927,9053,500,360,617,100,10,0,0,0,1,0,0,0,8,0,15,11,20,1,3,False,True,False,True,False,False,True,False
528,Nano Lord,,0,0,0,1,0,0,4385,525,0,4928,2111,620,0,620,100,10,0,0,0,1,0,0,0,8,0,30,10,20,1,2,False,True,False,True,False,False,True,False
529,午馬獨角幼獸,,0,0,0,1,0,0,4386,526,0,4929,3006,480,30,621,100,10,0,0,0,2,0,0,0,8,0,20,8,20,1,1,True,False,True,False,True,False,True,False
530,堅鋼石武器,,0,0,0,1,0,0,4387,497,0,4930,8303,500,0,620,100,10,0,0,0,1,0,0,0,8,0,20,31,40,1,3,False,True,False,True,False,False,True,False
531,小小巨嘴鳥,,0,0,0,1,0,0,4388,527,0,4931,5014,500,0,620,100,10,0,0,0,2,2,0,0,8,0,25,43,20,1,1,True,False,True,False,True,False,True,False
532,躍陽兔,,0,0,0,1,0,0,4389,528,0,4932,3042,510,30,606,100,10,0,0,0,2,0,0,0,8,0,15,1,30,1,1,True,False,True,False,True,False,True,False
533,脊龍,,0,0,0,1,0,0,4390,529,0,4933,3043,550,360,632,100,10,0,0,0,2,0,0,0,8,0,20,22,20,1,1,True,False,True,False,True,False,True,False
534,佩魯佩魯族玩偶,,0,0,0,1,0,0,4391,530,0,4934,10029,380,0,620,100,10,0,0,0,1,0,0,0,8,0,10,31,50,1,3,False,True,False,True,False,False,True,False
535,鐵皮士兵S3,,0,0,0,1,0,0,4392,531,0,4935,11032,620,0,631,100,10,0,0,0,1,0,0,0,8,0,25,40,30,1,3,False,True,False,True,False,False,True,False
536,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
537,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
538,迷你特彌斯,,0,0,0,1,0,0,4395,533,0,4938,9051,500,30,613,100,10,0,0,0,1,0,0,0,8,0,15,23,20,1,3,False,True,False,True,False,False,True,False
539,黃金綠茵號,,0,0,0,1,0,0,4396,534,0,4939,11033,460,0,620,100,10,0,0,0,1,0,0,0,8,0,10,42,20,1,4,False,True,False,True,False,False,True,False
540,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
541,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
542,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
543,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
544,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
545,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
546,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
547,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
548,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
549,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
550,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
551,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
