#,Text[0],Text[1],Text[2],Image,Type,IconType,TextType
1232,"
格鬥士基本是憑藉以下的戰法進行戰鬥：

「魔猿身形」戰技
　⇒「盜龍身形」戰技
　　⇒「猛虎身形」戰技

在此循環中會獲得戰技威力上升或特定的追加效果。",,,151423,1,0,0
1233,"
根據不同情況使用不同的戰技，
如行雲流水般對敵人進行連綿不絕地打擊，
正是一名格鬥士所要掌握的本領！",,,151424,1,0,0
1234,,,,0,0,0,0
1235,,,,0,0,0,0
1236,,,,0,0,0,0
1237,,,,0,0,0,0
1238,,,,0,0,0,0
1239,,,,0,0,0,0
1240,"
學會了**「召喚獸」**技能！

可以召喚出召喚獸來共同行動了。",,,151431,1,0,0
1241,"
召喚獸出現之後，螢幕上會出現一條專用的**特殊快速鍵**。

透過特殊快速鍵中的指令可以對召喚獸下達各種命令。",,,151432,1,0,0
1242,"
**「截擊」**命令可以令召喚獸與召喚者共同戰鬥，在攻擊敵人或被敵人攻擊之後會自動做出行動。
**「等待指示」**會令召喚獸在召喚者手動下達具體命令之前不會採取任何行動。
**「回收」**則會收回已經召喚出的召喚獸。",,,151433,1,0,0
1243,,,,0,0,0,0
1244,"
這些指令還可以從技能功能表**行動指令**中的**召喚獸**直接設置到通常的快速鍵裡。",,,151435,1,0,0
1245,"
召喚獸出現之後，通過鍵可以切換到專用的**特殊十字快速鍵**。

通過特殊十字快速鍵中的指令可以對召喚獸下達各種命令。",,,151436,1,0,0
1246,,,,0,0,0,0
1247,,,,0,0,0,0
1248,,,,0,0,0,0
1249,,,,0,0,0,0
1250,"
**「水晶衝突」**開放！

水晶衝突是艾奧傑亞城邦軍事同盟以強化自身戰力為目的舉辦的冒險者對抗戰。

前往狼獄停船場可以在古恩吉·佐爾恩吉處獲得更多情報。",,,151211,1,0,0
1251,,,,0,0,0,0
1252,,,,0,0,0,0
1253,,,,0,0,0,0
1254,,,,0,0,0,0
1255,,,,0,0,0,0
1256,,,,0,0,0,0
1257,,,,0,0,0,0
1258,,,,0,0,0,0
1259,,,,0,0,0,0
1260,"
敵人要發動強力攻擊之前都會出現相應的**「預兆」**。躲開預兆的範圍便可以迴避敵人的攻擊。

另外，在戰鬥中先打倒負責治療的敵人會令戰鬥變得更加有利。",,,151481,1,0,0
1261,"
我方的NPC角色和敵人的臺詞中有時會出現一些對戰況有利的**「提示」**。

不要只是一味地攻擊敵人，通過戰鬥中的臺詞來注意敵我雙方的動向吧。",,,151482,1,0,0
1262,"
如果同一場任務戰鬥失敗次數過多，在下次挑戰時會獲得**「超越之力」**的加護。

發動超越之力相當於獲得了水晶的祝福，能夠短時間內令能力得到強化。所以失敗了也不要放棄！水晶一直在給與你指引！",,,151483,1,0,0
1263,,,,0,0,0,0
1264,,,,0,0,0,0
1265,,,,0,0,0,0
1266,,,,0,0,0,0
1267,,,,0,0,0,0
1268,,,,0,0,0,0
1269,,,,0,0,0,0
1270,"
這個任務中需要對敵人使用任務道具。

選中敵人之後，右鍵點擊**「目標情報」**，之後在功能表中選擇**「使用任務道具」**便可以達到目的了。",,,151501,1,0,0
1271,"
另外，在右側的**「目的清單」**中也可以使用任務道具。

在選中敵人的狀態下，點擊目的清單邊上的道具圖示，便可以很快速地使用了。",,,151502,1,0,0
1272,"
這個任務中需要對敵人使用任務道具。

選中敵人之後，按下鍵，之後在功能表中選擇**「使用任務道具」**便可以達到目的了。",,,151504,1,0,0
1273,"
另外，在右側的**「目的清單」**中也可以使用任務道具。

在選中敵人的狀態下，通過切換到目的清單上，再用方向鍵選中邊上的道具圖示，按下鍵，便可以很快速地使用了。",,,151502,1,0,0
1274,,,,0,0,0,0
1275,,,,0,0,0,0
1276,,,,0,0,0,0
1277,,,,0,0,0,0
1278,,,,0,0,0,0
1279,,,,0,0,0,0
1280,"可以轉職為新的戰鬥職業了！

第二個戰鬥職業可以獲得一定的成長輔助效果，**討伐怪物**及**F.A.T.E.的報酬**所獲得的經驗值中，會得到**「兵裝轉換獎勵」**的額外加成。",,,151441,1,0,0
1281,"
只有在當前職業**不是等級最高**的職業時，兵裝轉換獎勵才會生效。

利用這一獎勵更好地培養自己的戰鬥職業吧！",,,151442,1,0,0
1282,,,,0,0,0,0
1283,,,,0,0,0,0
1284,,,,0,0,0,0
1285,,,,0,0,0,0
1286,,,,0,0,0,0
1287,,,,0,0,0,0
1288,,,,0,0,0,0
1289,,,,0,0,0,0
1290,"
這個任務中需要對特定**地點範圍**使用任務道具。

點擊**目的清單**邊上的道具圖示後，螢幕中會出現使用道具的目標範圍。

移動滑鼠將**範圍提示**移動到目標地點之後再點擊左鍵即可達到目的。",,,151471,1,0,0
1291,"這個任務中需要對特定**地點範圍**使用任務道具。

通過切換到**目的清單**上，再用方向鍵選中邊上的道具圖示，按下鍵後，螢幕中會出現使用道具的目標範圍。

之後再將**範圍提示**移動到目標地點之後再按下鍵即可達到目的。",,,151472,1,0,0
1292,,,,0,0,0,0
1293,,,,0,0,0,0
1294,,,,0,0,0,0
1295,,,,0,0,0,0
1296,,,,0,0,0,0
1297,,,,0,0,0,0
1298,,,,0,0,0,0
1299,,,,0,0,0,0
1300,"
漁師在使用**「拋竿」**技能後便會開始釣魚作業。

釣竿開始晃動時就表示**有魚咬餌**了。這種時候使用**「提鉤」**技能便可以釣上魚。",,,151311,1,0,0
1301,"
提鉤成功便會釣到咬鉤的魚。通過搭配裝備來提高**「獲得力」**會令釣魚的成功率得到提高，釣魚前整頓裝備也是不可或缺的環節！",,,151312,1,0,0
1302,,,,0,0,0,0
1303,,,,0,0,0,0
1304,,,,0,0,0,0
1305,,,,0,0,0,0
1306,,,,0,0,0,0
1307,,,,0,0,0,0
1308,,,,0,0,0,0
1309,,,,0,0,0,0
1310,"
**「亞拉戈神典石」**是一種古代亞拉戈文明的遺物。

小小的石頭中記載了上古時期各種各樣的情報，有一些收藏家願意出很高的價格來收購這些石頭。",,,151451,1,0,0
1311,"
摩杜納喪靈鐘地區的女商人們會用各種各樣的道具來**交換**這種石頭。

累積了一定數量的亞拉戈神典石之後便去找她們做做生意吧！",,,151452,1,0,0
1312,,,,0,0,0,0
1313,,,,0,0,0,0
1314,,,,0,0,0,0
1315,,,,0,0,0,0
1316,,,,0,0,0,0
1317,,,,0,0,0,0
1318,,,,0,0,0,0
1319,,,,0,0,0,0
1320,"
**收藏櫃**可以收藏特定種類的物品。

**※可以在物品的詳細情報介面查看能否被收藏。**

例如**特職專用裝備**、**季節活動裝備**等限定裝備。",,,151521,1,0,0
1321,"
想要放入收藏櫃內的裝備必須保證**耐久度**為**100%**以上。

收藏之後的裝備其**精煉度**會變回**0%**，同時染色和徽章等自己進行的調整也會被取消。",,,151522,1,0,0
1322,,,,0,0,0,0
1323,,,,0,0,0,0
1324,,,,0,0,0,0
1325,,,,0,0,0,0
1326,,,,0,0,0,0
1327,,,,0,0,0,0
1328,,,,0,0,0,0
1329,,,,0,0,0,0
1330,"
在PvP中，參加戰鬥的玩家可以獲得以下3種報酬。

**PvP經驗值**
**狼印戰績**
**系列賽經驗值**",,,151531,1,0,0
1331,"
另外，參加PvP還可以獲得**系列賽報酬**以及**戰利水晶**等任務外獎勵。

前往狼獄停船場可以在貝爾克雅大甲士處獲得更多情報。",,,151532,1,0,0
1332,"
有關PvP的資訊可以在**「PvP資料」**中進行查看。

選擇快速選單「角色」分類下的**「PvP資料」**按鈕可以打開資料功能表進行查看。",,,151533,1,0,0
1333,"
有關PvP的資訊可以在**「PvP資料」**中進行查看。

選擇快速選單「角色」分類下的**「PvP資料」**按鈕可以打開資料功能表進行查看。",,,151534,1,0,0
1334,,,,0,0,0,0
1335,,,,0,0,0,0
1336,,,,0,0,0,0
1337,,,,0,0,0,0
1338,,,,0,0,0,0
1339,,,,0,0,0,0
1340,,,,0,0,0,0
1341,,,,0,0,0,0
1342,,,,0,0,0,0
1343,,,,0,0,0,0
1344,,,,0,0,0,0
1345,,,,0,0,0,0
1346,,,,0,0,0,0
1347,,,,0,0,0,0
1348,,,,0,0,0,0
1349,,,,0,0,0,0
1350,"
每個國家都有一片本國專門設立的**「冒險者住宅區」**。

這裡也是大國防聯軍專門提供給各個冒險者個人或公會的活動據點。

購買公寓的**房間**或購買**土地**搭建住房，共同構成了這裡的**「房屋」**系統。",,,151551,1,0,0
1351,"
每個國家都設置有多個冒險者住宅區，每一個作為一個**「區」**來管理。

在每個區中還劃分有60塊土地，每塊土地都有對應的**「號」**。

具體的位址可以用「第1區1號」這種格式來表示。",,,151552,1,0,0
1352,"
購買房間或房屋之後便可以自由地對內外設施進行裝飾。

不過裝飾公會房屋的話，首先要獲得公會內的許可權才行。",,,151553,1,0,0
1353,"
購買公寓房間或土地的具體方法可以在冒險者住宅區的**「住宅區管理人」**那裡聽取詳細的說明。",,,151554,1,0,0
1354,,,,0,0,0,0
1355,,,,0,0,0,0
1356,,,,0,0,0,0
1357,,,,0,0,0,0
1358,,,,0,0,0,0
1359,,,,0,0,0,0
1360,"
在冒險者住宅區的所有土地面前都設立有一塊**門牌**。

上面記有土地所有者的情況。",,,151561,1,0,0
1361,"
如果沒有顯示土地所有者的情報，而是顯示的土地標價，則說明這塊土地還沒有人購買，可以嘗試購買土地。

購買土地共分為「先到先得」和「抽選購買」的兩種形式。具體的購買方法和規則可以到各個冒險者住宅區的管理人那裡聽取詳細說明。",,,151562,1,0,0
1362,,,,0,0,0,0
1363,,,,0,0,0,0
1364,,,,0,0,0,0
1365,,,,0,0,0,0
1366,,,,0,0,0,0
1367,,,,0,0,0,0
1368,,,,0,0,0,0
1369,,,,0,0,0,0
1370,"
這種任務需要24名冒險者同心協力才能挑戰，是以**「團隊」**為對象的任務。

團隊由三個Full Party組合而成，其戰鬥規模要遠超過4人的Light Party和8人的Full Party。",,,151571,1,0,0
1371,"
加入團隊時可以在隊員列表下方看到**團隊隊員**的職業圖示及目前HP。

與團隊隊友一同奮戰，體會一下多人內容的樂趣吧。",,,151572,1,0,0
1372,,,,0,0,0,0
1373,,,,0,0,0,0
1374,,,,0,0,0,0
1375,,,,0,0,0,0
1376,,,,0,0,0,0
1377,,,,0,0,0,0
1378,,,,0,0,0,0
1379,,,,0,0,0,0
1380,"
特定大型任務**(※)**的寶箱中所獲得的**裝備**或**屬性強化道具**每週只能獲取1個，並且與**需求**和**貪婪**等條件沒有關係。

同時對多個道具選擇「需求」或「貪婪」時，只要獲得了其中之一，其他的道具便會自動被作為**放棄**處理。",,,151581,1,0,0
1381,"
團隊任務中的寶箱會按照每個小隊分別出現，獲取權利也僅限對應的小隊。

另外，有的任務有時會在寶箱之外獲得每週只能獲得1次的特殊道具。",,,151582,1,0,0
1382,"
這些權利會在**真實時間每週週二16點**重置。

**※有著每週限制的任務都會在任務搜尋器的資訊中顯示出**「領取報酬：1周1次」**，也可以從這裡確認每週的取得狀況。**",,,151583,1,0,0
1383,,,,0,0,0,0
1384,,,,0,0,0,0
1385,,,,0,0,0,0
1386,,,,0,0,0,0
1387,,,,0,0,0,0
1388,,,,0,0,0,0
1389,,,,0,0,0,0
1390,"
快速選單的**「小隊」**分類中追加了**「隊員招募」**功能。
打開隊員招募視窗可以查看符合自己當前狀態的招募資訊。同時也能夠直接在視窗中參加他人小隊、修改搜尋條件以及主動招募隊員。",,,151591,1,0,0
1391,"
看到條件合適的招募資訊，直接打開詳細內容後便可以按下「參加」按鈕加入小隊。

想要尋找隊伍的時候最好積極使用搜尋功能。",,,151592,1,0,0
1392,"
自己招募隊員時要首先打開「編輯招募內容視窗」，設定好目的和人數，再加上適當的說明，便可以開始進行招募了。

招募開始之後也可以隨時修改內容或撤銷招募。",,,151593,1,0,0
1393,"
快速選單的**「小隊」**分類中追加了**「隊員招募」**功能。
打開隊員招募視窗可以查看符合自己當前狀態的招募資訊。同時也能夠直接在視窗中參加他人小隊、修改搜尋條件以及主動招募隊員。",,,151591,1,0,0
1394,,,,0,0,0,0
1395,,,,0,0,0,0
1396,,,,0,0,0,0
1397,,,,0,0,0,0
1398,,,,0,0,0,0
1399,,,,0,0,0,0
1400,"
在進行採集作業時，偶爾會發現採集點中出現**「隱藏資源」**的情況。",,,151601,1,0,0
1401,"
當「隱藏資源」屬於**「稀有資源」**時，在採集過後資源就會消失。

另外，這種情況下的隱藏資源只能採取1個，提高採集數量的技能不會起到任何作用。",,,151602,1,0,0
1402,,,,0,0,0,0
1403,,,,0,0,0,0
1404,,,,0,0,0,0
1405,,,,0,0,0,0
1406,,,,0,0,0,0
1407,,,,0,0,0,0
1408,,,,0,0,0,0
1409,,,,0,0,0,0
1410,"
大地使者在進行採集時有時會發現**「陳舊的地圖」**。

漁師需要使用**釣組**才能發現。",,,151611,1,0,0
1411,"
「陳舊的地圖」可以使用**「解讀」**指令來進行解讀。

另外，採集完「陳舊的地圖」後，
一段時間內無法再次採集。

再次採集「陳舊的地圖」的時間
可以在**「任務情報」**裡確認。
",,,151612,1,0,0
1412,"
關於「陳舊的地圖」還有很多傳聞，主要都在東拉諾西亞的葡萄酒港附近流傳，有興趣的可以去那邊打聽一下。",,,151613,1,0,0
1413,,,,0,0,0,0
1414,,,,0,0,0,0
1415,,,,0,0,0,0
1416,,,,0,0,0,0
1417,,,,0,0,0,0
1418,,,,0,0,0,0
1419,,,,0,0,0,0
1420,"
共通技能**「解讀」**可以用來分析**「陳舊的地圖」**的具體內容。

解讀清楚之後，**「陳舊的地圖」**會變成任務道具**「寶物地圖」**，並且會標記出埋藏有寶物的地點。",,,151621,1,0,0
1421,"
寶物地圖一次只能持有一張。

要解讀其他「陳舊的地圖」時必須要先尋找到手中已有的「寶物地圖」所記載的寶物，或者將「寶物地圖」丟棄掉。",,,151622,1,0,0
1422,,,,0,0,0,0
1423,,,,0,0,0,0
1424,,,,0,0,0,0
1425,,,,0,0,0,0
1426,,,,0,0,0,0
1427,,,,0,0,0,0
1428,,,,0,0,0,0
1429,,,,0,0,0,0
1430,"
使用任務道具**「寶物地圖」**可以查看寶物的埋藏地點。

之後就需要根據地圖來嘗試尋找具體的位置了。",,,151631,1,0,0
1431,"
到達推定地點之後使用共通技能**「挖掘」**可以嘗試尋找是否埋藏著寶物。

如果位置推定正確則一定會挖到寶箱。",,,151632,1,0,0
1432,"
不過打開寶箱時很可能會觸發到陷阱，陷阱會招來魔物，將引來的魔物消滅掉之後才可以拿到寶物。",,,151633,1,0,0
1433,,,,0,0,0,0
1434,,,,0,0,0,0
1435,,,,0,0,0,0
1436,,,,0,0,0,0
1437,,,,0,0,0,0
1438,,,,0,0,0,0
1439,,,,0,0,0,0
1440,"
友好部族任務是指從生活在各地的友好部族手中接受的各種任務，每天的任務都有所不同。完成任務之後會提高與友好部族的**「友好度」**。

關係變得親密之後會提高相應的**「友好關係等級」**。",,,151641,1,0,0
1441,"
每天能夠接受12個友好部族任務。一天過後可以接受的任務會有所更換，不過前一天的任務沒有完成時無法接受新的任務。",,,151642,1,0,0
1442,"
與各個友好部族的友好度及友好關係等級可以在**「角色」**下的**「評價」**一欄中查看。

友好關係等級越高，對友好部族的生活和習性也會了解得更多。",,,151643,1,0,0
1443,,,,0,0,0,0
1444,,,,0,0,0,0
1445,,,,0,0,0,0
1446,,,,0,0,0,0
1447,,,,0,0,0,0
1448,,,,0,0,0,0
1449,,,,0,0,0,0
1450,"
完成友好部族任務可以提高發行任務的友好部族的友好度。

友好度提升到一定程度之後會提升友好部族的友好關係等級，友好關係等級提高之後可以接受一些特殊的任務。",,,151651,1,0,0
1451,"
提升友好部族的友好關係等級之後可以在友好部族的專用商店購買一些友好部族相關的道具。",,,151652,1,0,0
1452,"
友好關係等級越高，能夠購買的道具種類也會越多。儘量提升等級去購買特殊的道具吧！",,,151653,1,0,0
1453,,,,0,0,0,0
1454,,,,0,0,0,0
1455,,,,0,0,0,0
1456,,,,0,0,0,0
1457,,,,0,0,0,0
1458,,,,0,0,0,0
1459,,,,0,0,0,0
1460,"
通過**「搬運」**可以將貨物運送到目的地。

「搬運」狀態下有專門的狀態圖示，圖示上顯示的數位表示**「持續搬運的剩餘時間」**。",,,151661,1,0,0
1461,"
搬運過程中遭到敵人攻擊時會減少持續的時間。當持續時間減到0時會損失掉搬運中的貨物。",,,151661,1,0,0
1462,,,,0,0,0,0
1463,,,,0,0,0,0
1464,,,,0,0,0,0
1465,,,,0,0,0,0
1466,,,,0,0,0,0
1467,,,,0,0,0,0
1468,,,,0,0,0,0
1469,,,,0,0,0,0
1470,"
在**「透明」**狀態下可以隱蔽自身的氣息，讓敵人不會注意到自己。

「透明」狀態下有專門的狀態圖示，圖示上顯示的數位表示**「透明效果的剩餘時間」**。",,,151671,1,0,0
1471,"
透明狀態下無法發動任何技能。當剩餘時間減到0時狀態會解除。

特殊的能量點能夠延長透明狀態的時間。",,,151672,1,0,0
1472,,,,0,0,0,0
1473,,,,0,0,0,0
1474,,,,0,0,0,0
1475,,,,0,0,0,0
1476,,,,0,0,0,0
1477,,,,0,0,0,0
1478,,,,0,0,0,0
1479,,,,0,0,0,0
1480,"
乘上特殊坐騎時會顯示出特殊快速鍵。此時特殊快速鍵上會有特殊的技能。

使用這些特殊的技能可以完成一些特定的任務。",,,151681,1,0,0
1481,"
乘上特殊坐騎時會顯示出特殊十字快速鍵。此時特殊十字快速鍵上會有特殊的技能。

使用這些特殊的技能可以完成一些特定的任務。",,,151682,1,0,0
1482,,,,0,0,0,0
1483,,,,0,0,0,0
1484,,,,0,0,0,0
1485,,,,0,0,0,0
1486,,,,0,0,0,0
1487,,,,0,0,0,0
1488,,,,0,0,0,0
1489,,,,0,0,0,0
1490,"
與孤高的美容師尚德萊恩相識了。

可以通過旅店客房內的「美容師傳喚鈴」將尚德萊恩召到身邊來調整自己的髮型及髮色。",,,151691,1,0,0
1491,"
想要改變一下形象時就找尚德萊恩改變一下髮型吧，或許可以尋找出自己的全新一面。

**※改變容貌時需要向尚德萊恩繳交2000Gil的手續費。**",,,151692,1,0,0
1492,,,,0,0,0,0
1493,,,,0,0,0,0
1494,,,,0,0,0,0
1495,,,,0,0,0,0
1496,,,,0,0,0,0
1497,,,,0,0,0,0
1498,,,,0,0,0,0
1499,,,,0,0,0,0
1500,"
**「隨機任務」**開放了！在這一系統中可以隨機進入到某個指定範圍內的迷宮，同時獲得額外的報酬。",,,151701,1,0,0
1501,"
以當前申請數量較少的職能參加「隨機任務」時，還會得到**「少數職能獎勵」**。

幫助其他冒險者的同時還能夠拿到合適的獎勵，發揚一下助人為樂的精神吧！",,,151702,1,0,0
1502,,,,0,0,0,0
1503,,,,0,0,0,0
1504,,,,0,0,0,0
1505,,,,0,0,0,0
1506,,,,0,0,0,0
1507,,,,0,0,0,0
1508,,,,0,0,0,0
1509,,,,0,0,0,0
1510,"
**「投票驅逐」**功能可以強制將某一玩家驅趕出隊伍，在隊友長時間離線或離席，或者對他人進行騷擾的情況下可以使用該功能將其趕走。

在**「小隊」**分類下的**「小隊隊員」**中選擇**「投票驅逐」**指令，便可以發起投票。",,,151711,1,0,0
1511,"
發起「投票驅逐」時必須要選擇驅逐理由。

**※濫用驅逐功能可能會遭到處罰，請謹慎使用。**",,,151712,1,0,0
1512,"
發起「投票驅逐」之後，會向其他隊員發送投票消息。

支持驅逐的投票數量超過半數時便會將目標隊員驅逐出隊伍。",,,151713,1,0,0
1513,,,,0,0,0,0
1514,,,,0,0,0,0
1515,,,,0,0,0,0
1516,,,,0,0,0,0
1517,,,,0,0,0,0
1518,,,,0,0,0,0
1519,,,,0,0,0,0
1520,"
**最優隊員**可以指
**·很努力的隊員**
**·很有趣的隊員**
**·很友善的隊員**
等等給人留下了良好印象的人。",,,151721,1,0,0
1521,"
任務結束之後，畫面右下方會彈出**「最優隊員推薦」**的提示，點擊之後會打開投票視窗。

**※「最優隊員推薦」的投票只能投給申請參加任務時所在隊伍之外的玩家。**",,,151722,1,0,0
1522,"
被其他玩家推薦為最優隊員一定次數之後會達成相應的成就，同時還能夠得到特別的報酬。

懷著愉快的心態去給人留下好印象吧！",,,151723,1,0,0
1523,,,,0,0,0,0
1524,,,,0,0,0,0
1525,,,,0,0,0,0
1526,,,,0,0,0,0
1527,,,,0,0,0,0
1528,,,,0,0,0,0
1529,,,,0,0,0,0
1530,"
在查看公會資訊時可以向該公會發送入會申請。

公會資訊中會標明該公會正在招募的職業、主要的活動內容和時間。

按下「提交入會申請」按鈕可以嘗試申請加入該公會。",,,151731,1,0,0
1531,"
提交申請之後可以在功能選單的「公會」一項中查看相應的狀態。

按下「撤銷入會申請」按鈕可以將之前已經發出的申請收回。

在申請得到公會的批准之後才會正式加入。",,,151732,1,0,0
1532,"
提交申請之後可以在功能選單的「公會」一項中查看相應的狀態。

按下「撤銷入會申請」按鈕可以將之前已經發出的申請收回。

在申請得到公會的批准之後才會正式加入。",,,151733,1,0,0
1533,,,,0,0,0,0
1534,,,,0,0,0,0
1535,,,,0,0,0,0
1536,,,,0,0,0,0
1537,,,,0,0,0,0
1538,,,,0,0,0,0
1539,,,,0,0,0,0
1540,"
**「挑戰筆記」**中記有各種各樣的任務挑戰，達成目標後可以得到相應的報酬。

不過這些記錄每週都會重置一次，即使是已經完成過的任務，在下一周的時候還是需要重新進行挑戰。",,,151741,1,0,0
1541,"
**「挑戰筆記」**中記有各種各樣的任務挑戰，達成目標後可以得到相應的報酬。

不過這些記錄每週都會重置一次，即使是已經完成過的任務，在下一周的時候還是需要重新進行挑戰。",,,151743,1,0,0
1542,"
目標達成一定數量之後還會得到相應的額外獎勵。

隨著角色的成長和劇情的推進，筆記中的項目也會越來越多。",,,151742,1,0,0
1543,,,,0,0,0,0
1544,,,,0,0,0,0
1545,,,,0,0,0,0
1546,,,,0,0,0,0
1547,,,,0,0,0,0
1548,,,,0,0,0,0
1549,,,,0,0,0,0
1550,"
能工巧匠可以通過**「秘笈」**學會新的製作配方。

每本秘笈中包含的配方數量不定，可能是一種配方，也可能是多種配方。

學會秘笈中的配方之後可以在製作筆記中進行查看。",,,151751,1,0,0
1551,,,,0,0,0,0
1552,,,,0,0,0,0
1553,,,,0,0,0,0
1554,,,,0,0,0,0
1555,,,,0,0,0,0
1556,,,,0,0,0,0
1557,,,,0,0,0,0
1558,,,,0,0,0,0
1559,,,,0,0,0,0
1560,"
**「武具投影」**功能開放了！

在裝備的指令中選擇**「武具投影」**可以將該裝備的外型完全變成另一種形象。",,,151761,1,0,0
1561,"
在進行投影時需要一種叫做**「幻象棱晶」**的專用觸媒。

**※用於投影的裝備必須與被投影裝備的等級、職業、種族、性別相匹配。**",,,151762,1,0,0
1562,"
變幻外型之後的裝備無法拿到市場上出售，也無法交易給他人。**同時，進行投影的裝備均會自動附加綁定屬性。**

通過武具投影功能，可以隨時將喜歡的裝備保留在自己身上，隨時隨地都能夠保持最好的容姿！",,,151763,1,0,0
1563,,,,0,0,0,0
1564,,,,0,0,0,0
1565,,,,0,0,0,0
1566,,,,0,0,0,0
1567,,,,0,0,0,0
1568,,,,0,0,0,0
1569,,,,0,0,0,0
1570,"
在苗圃或花盆中可以培育各種各樣的作物。

在苗圃或花盆中培育作物之前，首先必須要準備好**「種子」**和**「土壤」**。

「種子」能夠決定作物的種類。「土壤」則會影響作物的品質和數量。",,,151771,1,0,0
1571,"
種子和土壤分別可以由園藝師與採掘師採集得到。

選好種子和土壤便可以在苗圃的地壟上或花盆裡進行播種了。",,,151772,1,0,0
1572,,,,0,0,0,0
1573,,,,0,0,0,0
1574,,,,0,0,0,0
1575,,,,0,0,0,0
1576,,,,0,0,0,0
1577,,,,0,0,0,0
1578,,,,0,0,0,0
1579,,,,0,0,0,0
1580,"
作物長時間得不到護理會變得枯萎。為了避免這種情況發生，一定要多加照顧才好。",,,151781,1,0,0
1581,"
適當對作物施加肥料可以加快作物的成長。不過施肥的時間是有限制的，每真實時間1小時只能夠施加1次肥料。",,,151782,1,0,0
1582,,,,0,0,0,0
1583,,,,0,0,0,0
1584,,,,0,0,0,0
1585,,,,0,0,0,0
1586,,,,0,0,0,0
1587,,,,0,0,0,0
1588,,,,0,0,0,0
1589,,,,0,0,0,0
1590,"
作物成熟之後便可以收穫了。收穫的同時可以取得相應的道具。不過收穫之後作物便會消失。",,,151791,1,0,0
1591,"
苗圃中存在雜交的情況。

將兩種作物種在相鄰的土地裡，會有一定機率發生雜交，在收穫時得到新型的種子。多多嘗試作物的組合來獲取更多的新種子吧！

**※花盆中不會出現雜交的情況。**",,,151792,1,0,0
1592,,,,0,0,0,0
1593,,,,0,0,0,0
1594,,,,0,0,0,0
1595,,,,0,0,0,0
1596,,,,0,0,0,0
1597,,,,0,0,0,0
1598,,,,0,0,0,0
1599,,,,0,0,0,0
1600,"
通過對僱員下達委託，可以使他們收集指定的道具，或者到野外自由進行探索，這就是**「僱員探險」**。

通過充實僱員的裝備，
可以提升僱員帶回的道具種類以及數量。",,,151801,1,0,0
1601,"
對僱員委託工作時，需要向他們繳交相應的「探險幣」。

探險幣可以利用軍票從所屬軍隊交換，也可以在執行理符任務或友好部族任務時獲得。",,,151802,1,0,0
1602,"
另外，即使在接受委託外出探險的情況下，僱員還是會聽從傳喚鈴的召喚，並且也可以繼續在市場上出售道具。

**※玩家可以中途取消僱員探險，但不會退還已繳交的探險幣。**",,,151803,1,0,0
1603,,,,0,0,0,0
1604,,,,0,0,0,0
1605,,,,0,0,0,0
1606,,,,0,0,0,0
1607,,,,0,0,0,0
1608,,,,0,0,0,0
1609,,,,0,0,0,0
1610,"
**「探索委託」**是一種派遣僱員到野外去自由尋找道具的委託，這種委託形式無法指定目標道具，一切全憑僱員自己的能力。",,,151811,1,0,0
1611,"
有些未知的道具只有通過僱員的探索才能夠發現，積極向僱員下達委託對收集素材有著非常大的幫助。",,,151812,1,0,0
1612,,,,0,0,0,0
1613,,,,0,0,0,0
1614,,,,0,0,0,0
1615,,,,0,0,0,0
1616,,,,0,0,0,0
1617,,,,0,0,0,0
1618,,,,0,0,0,0
1619,,,,0,0,0,0
1620,"
想要與其他玩家對話，可以在**「對話欄」**輸入自己的發言內容，之後按下Enter鍵便可以將內容發送出去。",,,151821,1,0,0
1621,"
想要與其他玩家對話，可以在**「對話欄」**輸入自己的發言內容，之後按下鍵便可以將內容發送出去。",,,151821,1,0,0
1622,"
在不同的**「聊天頻道」**中說出的話其收聽範圍也不一樣。

預設的頻道通常為**「說話」頻道**，這種頻道下自己周圍一定範圍內的玩家都可以看到發言的內容。",,,151822,1,0,0
1623,"
聊天頻道可以通過點擊對話欄左側的**「切換功能表」**來進行切換。",,,151823,1,0,0
1624,"
通過**「悄悄話」**頻道可以與特定的人進行二人之間的對話。

通過**「小隊」**頻道則可以不受地區限制進行小隊內部的交流。",,,151824,1,0,0
1625,,,,0,0,0,0
1626,,,,0,0,0,0
1627,,,,0,0,0,0
1628,,,,0,0,0,0
1629,,,,0,0,0,0
1630,"
在《FINAL FANTASY XIV》中，存在一種輔助玩家之間互相交流的**「指定文字系統」**。",,,151831,1,0,0
1631,"
在對話欄輸入文字時，按下「TAB」鍵會自動顯示**「指定文字候選詞視窗」**。",,,151832,1,0,0
1632,"
在對話欄輸入文字時，按下鍵會自動顯示**「指定文字候選詞視窗」**。",,,151832,1,0,0
1633,"
在指定文字候選詞視窗中按照**2:【問候語】→3:你好！**的順序選擇之後，對話方塊中會出現**你好！**這樣帶有特殊括弧的文字。",,,151833,1,0,0
1634,"
使用這種功能可以很快速地打出一些遊戲中常用的短語和用詞。",,,151834,1,0,0
1635,"
指定文字包含的內容很豐富，對於遊戲中的交流會有很大的幫助，請一定要多加利用。",,,151835,1,0,0
1636,,,,0,0,0,0
1637,,,,0,0,0,0
1638,,,,0,0,0,0
1639,,,,0,0,0,0
1640,"
在市場中看到自己想要的道具時可以將其加入**期望列表**。

清單中最多可以記錄10種道具。",,,151841,1,0,0
