#,Name,UnlockLink,Icon,VFX,ActionTimelineHit,PrimaryCostValue,SecondaryCostValue,ActionCombo,Cast100ms,Recast100ms,ActionProcStatus,StatusGainSelf,Omen,OmenAlt,AnimationEnd,ActionCategory,Unknown1,AnimationStart,Unknown2,BehaviourType,ClassJobLevel,CastType,EffectRange,XAxisModifier,PrimaryCostType,SecondaryCostType,ExtraCastTime100ms,CooldownGroup,AdditionalCooldownGroup,MaxCharges,Aspect,Unknown4,ClassJobCategory,AutoAttackBehaviour,EquivalenceGroup,Unknown_70,ClassJob,Range,DeadTargetBehaviour,AttackType,Unknown8,IsRoleAction,Unknown28,CanTargetSelf,CanTargetParty,CanTargetAlliance,CanTargetHostile,CanTargetAlly,Unknown10,TargetArea,CanTargetOwnPet,CanTargetPartyPet,RequiresLineOfSight,NeedToFaceTarget,Unknown14,PreservesCombo,Unknown15,AffectsPosition,IsPvP,Unknown16,LogCastMessage,Unknown18,LogMissMessage,LogActionMessage,Unknown21,Unknown22,Unknown23,CanUseWhileMounted,Unknown25,IsPlayerAction,Unknown27
36883,山火,0,405,0,5996,0,0,0,0,0,0,0,0,0,3220,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
36884,山火,0,405,0,5996,0,0,0,0,0,0,0,0,0,3221,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
36885,山火,0,405,0,5996,0,0,0,0,0,0,0,0,0,3222,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
36886,,0,405,0,5996,0,0,0,0,0,0,0,0,0,3223,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36887,,0,405,0,5996,0,0,0,0,0,0,0,0,0,3224,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36888,,0,405,0,5996,0,0,0,0,0,0,0,0,0,3225,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36889,山火,0,405,0,5996,0,0,0,35,0,0,0,541,0,1378,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36890,山火,0,405,0,5996,0,0,0,0,0,0,0,0,0,11059,3,0,0,0,0,0,13,40,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36891,大爆炸,0,405,0,5996,0,0,0,0,0,0,0,0,0,11060,3,0,0,0,0,0,2,80,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
36892,攻击,0,405,0,5996,0,0,0,0,0,0,0,0,0,3226,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
36893,骤羽,0,405,0,5996,0,0,0,60,0,0,0,251,0,1378,3,0,0,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36894,骤羽,0,405,0,5996,0,0,0,90,0,0,0,251,0,1378,3,0,0,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36895,骤羽,0,405,0,5996,0,0,0,120,0,0,0,251,0,1378,3,0,0,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36896,骤羽,0,405,0,5996,0,0,0,150,0,0,0,251,0,1378,3,0,0,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36897,骤羽,0,405,0,5996,0,0,0,180,0,0,0,251,0,1378,3,0,0,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36898,骤羽,0,405,0,5996,0,0,0,210,0,0,0,251,0,1378,3,0,0,0,0,0,2,80,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36899,攻击,0,405,0,5996,0,0,0,0,0,0,0,0,0,3226,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,100,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
36900,龙眼雷电,0,405,0,1875,0,0,0,0,20,0,0,0,0,7049,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,3,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36901,前冲刺,0,405,0,1875,0,0,0,0,20,0,0,0,0,11824,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,3,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36902,苍穹刺,0,405,0,1875,0,0,0,0,20,0,0,0,0,8219,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,3,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36903,螺旋击,0,405,0,1875,0,0,0,0,20,0,0,0,0,11825,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,3,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36904,龙牙龙爪,0,405,0,1875,0,0,0,0,20,0,0,0,0,3969,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,3,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36905,云蒸龙变,0,405,0,1875,0,0,0,0,20,0,0,0,0,11822,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,3,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36906,破碎冲,0,405,0,1875,0,0,0,0,20,0,0,0,0,407,4,0,0,0,1,0,1,0,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,20,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
36907,龙炎冲,0,405,0,1875,0,0,0,0,20,0,0,0,0,408,4,0,0,0,1,0,2,5,0,0,0,0,58,0,0,1,1,0,0,0,0,-1,20,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
36908,龙炎升,0,405,0,1875,0,0,0,0,20,0,0,0,0,11823,4,0,0,0,0,0,2,5,0,0,0,0,58,0,0,1,1,0,0,0,0,-1,20,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36909,坠星冲,0,405,0,7051,0,0,0,0,30,0,0,0,0,7050,4,0,0,0,1,0,2,5,0,0,0,0,58,0,0,1,1,0,0,0,0,-1,20,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
36910,渡星冲,0,405,0,1875,0,0,0,0,30,0,0,0,0,11826,4,0,0,0,0,0,2,5,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,3,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36911,高跳,0,405,0,1875,0,0,0,0,20,0,0,0,0,7048,4,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,20,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36912,死者之岸,0,405,0,5208,0,0,0,0,20,0,0,0,0,5207,4,0,0,0,0,0,4,15,4,0,0,0,58,0,0,7,1,0,0,0,0,-1,15,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36913,武神枪,0,405,0,4032,0,0,0,0,20,0,0,0,0,3976,4,0,0,0,0,0,4,15,4,0,0,0,58,0,0,7,1,0,0,0,0,-1,15,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36914,暗龙炎冲,0,405,0,1875,0,0,0,0,30,0,0,0,0,8440,4,0,0,0,1,0,2,5,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,20,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
36915,天龙点睛,0,405,0,1875,0,0,0,0,20,0,0,0,0,8221,4,0,0,0,0,0,4,15,4,0,0,0,58,0,0,7,1,0,0,0,0,-1,15,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36916,幻象冲,0,405,0,1875,0,0,0,0,20,0,0,0,0,5206,4,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,30,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36917,龙尾大回旋,0,405,0,1875,0,0,0,0,20,0,0,0,0,3977,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,0,0,0,-1,3,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36918,祈告剑,0,2522,0,1875,0,3827,0,0,25,149,0,0,0,11799,3,0,0,0,0,76,1,0,0,0,32,0,58,0,0,7,1,20,2,0,0,0,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36919,葬送剑,0,2523,0,1875,0,3828,0,0,25,150,0,0,0,11800,3,0,0,0,0,76,1,0,0,0,32,0,58,0,0,7,1,20,2,0,0,0,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36920,极致防御,0,2524,0,1875,0,564,0,0,1200,0,0,0,0,11803,4,0,0,0,0,92,1,0,0,0,62,0,20,0,0,0,2,20,1,0,0,19,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
36921,绝对统治,0,2955,0,1875,0,565,0,0,600,0,0,0,0,11801,4,0,0,0,0,96,2,5,0,0,62,0,12,0,0,7,1,20,2,0,0,19,25,0,5,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
36922,荣耀之剑,0,2956,0,1875,3831,3831,0,0,10,151,0,0,0,11802,4,0,0,0,0,100,2,5,0,10,32,0,2,0,0,7,1,20,2,0,0,0,25,0,5,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36923,戮罪,0,2573,0,1875,0,567,0,0,1200,0,0,0,0,11806,4,0,0,0,0,92,1,0,0,0,62,0,22,0,0,0,2,22,1,0,0,21,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36924,原初的怒震,0,2574,0,1875,0,3901,0,0,10,152,0,0,0,11804,4,0,0,0,0,96,2,5,0,0,32,0,1,0,0,7,1,22,4,0,0,0,0,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36925,尽毁,0,2050,0,1875,3834,3834,0,0,25,153,0,0,0,11805,3,0,0,0,0,100,2,5,0,10,32,0,58,0,0,7,1,22,2,0,0,0,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36926,暗影步,67597,3093,0,1875,0,0,0,0,300,0,0,0,0,11808,4,0,0,0,1,54,1,0,0,0,0,0,8,71,2,0,0,98,2,0,0,32,20,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False
36927,暗影卫,0,3094,0,1875,0,571,0,0,1200,0,0,0,0,11809,4,0,0,0,0,92,1,0,0,0,62,0,21,0,0,0,2,98,1,0,0,32,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36928,血红乱,0,3095,0,1875,3836,0,0,0,25,0,0,0,0,11810,3,0,0,0,0,96,1,0,0,10,18,0,58,0,0,7,1,98,2,0,0,0,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36929,报应,0,3096,0,1875,3836,0,36928,0,25,0,0,0,0,11811,3,0,0,0,0,96,1,0,0,10,18,0,58,0,0,7,1,98,2,0,0,0,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36930,戮山,0,3097,0,1875,3836,0,36929,0,25,0,0,0,0,11812,3,0,0,0,0,96,1,0,0,10,18,0,58,0,0,7,1,98,2,0,0,0,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36931,刺穿,0,3098,0,1875,0,3836,0,0,25,154,0,0,0,11813,3,0,0,0,0,96,2,5,0,0,32,0,58,0,0,7,1,98,4,0,0,0,0,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36932,掠影的蔑视,0,3099,0,1875,3837,3837,0,0,25,155,0,0,0,11819,3,0,0,0,0,100,4,10,4,10,32,0,58,0,0,7,1,98,2,0,0,32,10,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
36933,掠影的蔑视,0,405,0,1875,0,0,0,0,0,0,0,0,0,11944,3,0,0,0,0,100,4,10,4,0,0,0,77,0,0,7,1,0,2,0,0,-1,10,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36934,弹道,0,3434,0,1875,0,0,0,0,300,0,0,0,0,11820,4,0,0,0,1,56,1,0,0,0,0,0,9,71,2,0,0,149,2,0,0,37,20,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
36935,大星云,0,3435,0,1875,0,574,0,0,1200,0,0,0,0,11818,4,0,0,0,0,92,1,0,0,0,62,0,22,0,0,0,2,149,1,0,0,37,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
36936,命运之印,0,3436,0,1875,3839,0,0,0,10,156,0,0,0,11814,4,0,0,0,0,96,2,5,0,10,0,0,1,0,0,7,1,149,4,0,0,0,0,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36937,崛起之心,0,3437,0,1875,3840,3840,0,0,25,157,0,0,0,11815,3,0,0,0,0,100,2,5,0,10,32,0,58,0,0,7,1,149,2,0,0,37,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
36938,支配之心,0,3438,0,1875,0,0,36937,0,25,0,0,0,0,11816,3,0,0,0,0,100,2,5,0,0,18,0,58,0,0,7,1,149,2,0,0,0,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36939,终结之心,0,3439,0,1875,0,0,36938,0,25,0,0,0,0,11817,3,0,0,0,0,100,2,5,0,0,18,0,58,0,0,7,1,149,2,0,0,0,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
36940,铁山斗气,66094,218,0,1875,428,0,0,0,10,0,0,0,0,3973,4,0,0,0,0,15,1,0,0,101,121,0,58,0,0,0,2,41,1,0,0,2,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36941,空鸣斗气,66599,219,0,1875,429,0,0,0,10,0,0,0,0,3973,4,0,0,0,0,40,1,0,0,101,121,0,58,0,0,0,2,21,1,0,0,20,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36942,阴阳斗气,67564,218,0,1875,428,0,0,0,10,0,0,0,0,3973,4,0,0,0,0,54,1,0,0,100,121,0,58,0,0,0,2,21,1,0,0,20,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36943,万象斗气,0,219,0,1875,429,0,0,0,10,0,0,0,0,3973,4,0,0,0,0,74,1,0,0,100,121,0,58,0,0,0,2,21,1,0,0,20,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36944,金刚周天,0,2549,0,1875,3841,3841,0,0,10,158,0,0,0,11855,4,2,0,0,0,64,2,5,0,10,32,0,2,0,0,0,2,21,1,0,0,20,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36945,猿舞连击,0,2982,0,1875,577,0,0,0,25,0,0,0,0,11856,3,10,0,0,0,92,1,0,0,100,0,0,58,0,0,7,1,21,2,0,0,20,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36946,龙颚正拳,0,2983,0,1875,577,108,0,0,25,0,0,0,0,11857,3,10,0,0,0,92,1,0,0,100,32,0,58,0,0,7,1,21,2,0,0,20,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36947,豹袭崩拳,0,2984,0,1875,577,109,0,0,25,0,0,0,0,11858,3,10,0,0,0,92,1,0,0,100,32,0,58,0,0,7,1,21,2,0,0,20,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36948,真空波,0,2985,0,1875,4,577,0,0,25,0,0,0,0,11859,3,0,0,0,0,92,2,5,0,79,62,0,58,0,0,7,1,21,4,0,0,0,0,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36949,绝空拳,0,2986,0,1875,3842,3842,0,0,25,159,0,0,0,11860,3,0,0,0,0,96,4,10,4,10,32,0,58,0,0,7,1,21,2,0,0,20,10,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36950,乾坤斗气弹,0,2987,0,1875,3843,3843,0,0,25,160,0,0,0,11861,3,0,0,0,0,100,2,5,0,10,32,0,58,0,0,7,1,21,2,0,0,20,20,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36951,龙翼滑翔,66607,2598,0,1875,0,0,0,0,600,0,0,0,0,11821,4,0,0,0,1,45,1,0,0,0,0,0,20,72,1,7,0,23,1,0,0,22,20,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
36952,云蒸龙变,0,2599,0,1875,0,0,3554,0,25,0,0,0,0,11822,3,0,0,0,0,64,1,0,0,0,58,0,58,0,0,7,1,23,2,0,0,0,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36953,龙炎升,66608,2075,0,1875,3845,3845,0,0,10,161,0,0,0,11823,4,0,0,0,0,92,2,5,0,10,32,0,2,0,0,7,1,23,2,0,0,22,20,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36954,前冲刺,0,2076,0,1875,0,582,75,0,25,0,0,0,0,11824,3,0,0,0,0,96,1,0,0,0,62,0,58,0,0,7,1,23,2,0,0,22,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36955,螺旋击,0,2077,0,1875,0,582,75,0,25,0,0,0,0,11825,3,0,0,0,0,96,1,0,0,0,62,0,58,0,0,7,1,23,2,0,0,22,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36956,渡星冲,0,2078,0,1875,3846,2,0,0,10,162,0,0,0,11826,4,0,0,0,0,100,2,5,0,10,76,0,3,0,0,7,1,23,2,0,0,22,20,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36957,介毒之术,0,619,0,1875,0,585,0,0,1200,0,0,0,0,11828,4,0,0,0,0,66,3,8,0,0,62,0,22,0,0,7,1,92,2,0,0,30,8,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36958,百雷铳,0,620,0,1875,586,3848,0,0,600,163,0,0,0,11829,4,0,0,0,0,92,2,5,0,100,35,0,9,0,0,7,1,92,1,0,0,30,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36959,通灵之术·虾蟆仙,0,2934,0,1875,50,3850,0,0,10,164,0,0,0,11831,4,0,0,0,0,96,2,6,0,27,32,0,1,0,0,1,1,92,1,0,0,0,25,0,5,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36960,是生灭法,0,2933,0,1875,50,3850,0,0,10,164,0,0,0,11830,4,0,0,0,0,96,1,0,0,27,32,0,1,0,0,7,1,92,2,0,0,0,-1,0,5,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36961,天理人道,0,2935,0,1875,3851,3851,0,0,10,165,0,0,0,11832,4,0,0,0,0,100,2,5,0,10,32,0,2,0,0,7,1,92,2,0,0,0,20,0,5,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36962,天眼通,0,3190,0,1875,0,589,0,0,150,0,0,0,0,11834,4,0,0,0,0,82,1,0,0,0,62,0,7,0,0,0,2,111,1,0,0,34,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36963,晓风,0,3191,0,1875,0,590,0,0,25,0,0,0,0,11835,3,0,0,0,0,92,1,0,0,0,62,0,58,0,0,7,1,111,2,0,0,34,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
36964,残心,0,3192,0,1875,50,3855,0,0,10,166,0,0,0,11836,4,0,0,0,0,96,3,8,0,39,32,0,3,0,0,7,1,111,2,0,0,34,8,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
36965,天道五剑,0,3193,40,1875,2,3856,0,18,25,0,0,0,0,11838,3,5,43,0,0,100,2,8,0,40,32,0,58,0,0,7,1,111,4,0,0,0,0,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36966,天道雪月花,0,3194,577,1875,3,3856,0,18,25,0,0,0,0,11837,3,5,43,0,0,100,1,0,0,40,32,0,58,0,0,7,1,111,2,0,0,0,6,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36967,天道回返五剑,0,3195,0,1875,4217,0,0,0,25,224,0,0,0,11838,3,7,0,0,0,100,2,8,0,10,0,0,58,0,0,7,1,111,4,0,0,0,0,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36968,天道回返雪月花,0,3196,0,1875,4218,0,0,0,25,225,0,0,0,11947,3,7,0,0,0,100,1,0,0,10,0,0,58,0,0,7,1,111,2,0,0,0,6,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36969,祭牲,0,3634,0,1875,3857,0,0,0,10,167,0,0,0,11839,4,0,0,0,0,92,2,5,0,10,112,0,3,0,0,7,1,180,2,0,0,0,25,0,5,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
