#,Name,Description,Icon,ParamModifier,VFX,Log,Unknown0,MaxStacks,ClassJobCategory,StatusCategory,HitEffect,PartyListPriority,CanIncreaseRewards,ParamEffect,TargetType,Flags,Flag2,Unknown_70_1,Unknown2,LockMovement,Unknown3,LockActions,LockControl,Transfiguration,IsGaze,CanDispel,InflictedByActor,IsPermanent,NoLogVfx,Unknown5,CanStatusOff,IsFcBuff,Invisibility,Unknown6,Unknown_70_2,Unknown7
3679,彩虹点滴效果提高,下次发动彩虹点滴不需要咏唱时间，且复唱时间缩短,213805,0,0,0,0,0,197,1,16,35,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3680,重锤连击,可以发动重锤连击,218677,0,0,0,0,3,197,1,16,37,2,27,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3681,天星棱光预备,可以发动天星棱光,213806,0,0,0,0,0,197,1,16,36,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3682,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3683,天星棱光,体力会随时间逐渐恢复,213812,100,0,0,0,0,197,1,16,5,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3684,速涂,移动速度提高,213807,0,0,0,0,0,197,1,16,0,0,18,0,6,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3685,星空构想,攻击所造成的伤害提高,213808,5,0,0,0,0,197,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3686,坦培拉涂层,抵消一定伤害,213809,0,0,0,0,0,197,1,16,30,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3687,油性坦培拉涂层,抵消一定伤害,213810,0,0,0,0,0,197,1,16,30,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3688,绘灵幻景,将星空实体化展开艺术空间,218155,0,0,0,0,5,197,1,16,50,0,27,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3689,绘画装置,受星空的影响，魔法的咏唱时间和复唱时间有所缩短,213811,0,0,0,0,0,197,1,16,49,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3690,减色混合预备,可以发动减色混合,213813,0,0,0,0,0,197,1,16,40,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3691,色调反转,1档白色颜料变为黑色颜料,213814,0,0,0,0,0,197,1,16,32,2,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3692,剧毒,身中剧毒，自身所受的体力恢复效果降低，体力逐渐减少,218581,5000,0,0,0,8,1,2,17,50,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3693,湿滑地面,站在湿滑的地面上，一旦移动便会滑开,216759,0,0,0,76,0,1,2,17,100,0,0,0,7,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3694,精神失常,精神失常的状态，只能朝光标指示的方向移动,215809,0,43,0,0,0,1,2,17,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3695,破灭之印：肆,被刻上了破灭之印，积累档数过多会被附加死亡宣告状态,219861,0,0,0,0,4,1,2,17,100,0,0,0,23,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3696,万魔殿四人牢狱,受到了四重诅咒，效果结束时会受到伤害,214110,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3697,抓捕,被抓住，无法行动，体力逐渐减少,215564,500,0,0,0,0,1,2,17,0,0,0,0,0,0,0,1,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3698,移动命令：前,被下达了移动命令，效果结束时会向前方移动,215774,0,629,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3699,移动命令：后,被下达了移动命令，效果结束时会向后方移动,215775,0,630,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3700,移动命令：左,被下达了移动命令，效果结束时会向左方移动,215776,0,631,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3701,移动命令：右,被下达了移动命令，效果结束时会向右方移动,215777,0,632,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3702,旋转移动,被迫在旋转的状态下持续移动,215441,0,0,0,0,0,1,2,17,0,0,0,0,9,0,0,0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3703,湿滑坡面,站在湿滑的坡面上，无法跳跃或发动技能，会朝着特定方向移动,216760,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3704,搬运水晶,正在搬运水晶，将水晶搬运到终点可以获得分数,216208,0,0,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
3705,裂伤,风属性持续伤害，体力逐渐流失,215526,10,0,0,89,0,1,2,17,100,0,0,0,0,0,0,6,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3706,裂伤,风属性持续伤害，体力逐渐流失,215526,10,0,0,89,0,1,2,17,100,0,0,0,0,0,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3707,魔法伤害提高,魔法攻击所造成的伤害提高,215054,10,0,0,37,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3708,正在观战,正在观看挑战情况,216761,0,0,0,0,0,1,1,16,240,0,0,3,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False
3709,闪躲,做出了回避行动，可以回避特定攻击,216762,0,0,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
3710,精准闪躲,成功回避攻击并发现了敌人的破绽，可以发动任务指令“精准强击”,216763,0,0,0,0,0,1,1,0,200,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3711,,,0,0,669,0,89,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3712,魔法吐息,无属性持续伤害，体力逐渐流失,213553,100,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3713,粘着,受到粘液的影响无法自由活动,214111,0,658,0,0,0,1,2,17,200,0,4,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3714,猎物,作为猎物被盯上了,215026,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3715,移动命令：前,被下达了移动命令，效果结束时会向前方移动,215774,0,629,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3716,移动命令：后,被下达了移动命令，效果结束时会向后方移动,215775,0,630,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3717,移动命令：左,被下达了移动命令，效果结束时会向左方移动,215776,0,631,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3718,移动命令：右,被下达了移动命令，效果结束时会向右方移动,215777,0,632,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3719,强制移动,朝着特定方向持续移动,215773,0,0,0,67,0,1,2,17,200,0,0,0,9,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3720,回転角2倍,次に発動する攻撃の回転角が2倍になる状態。,0,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3721,3倍旋转角,下次发动的攻击的旋转角将乘以3,216748,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3722,回転角4倍,次に発動する攻撃の回転角が4倍になる状態。,0,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3723,爆炸目标,成为了目标，效果时间结束时会向周围发动双数爆炸,216750,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3724,减算炸弹α,身上附着有减算炸弹，陷入无法战斗状态时会发生大爆炸，受到地雷魔纹的攻击时会降低档数，档数变为0时解除,218391,0,0,0,0,4,1,2,17,199,0,27,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3725,减算炸弹β,身上附着有减算炸弹，效果时间结束时会发生大爆炸，受到立体魔纹的攻击时会降低档数，档数变为0时解除,218396,0,0,0,0,4,1,2,17,199,0,27,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3726,正面未解析,"只有身体正面没有被看穿弱点，
受到其他方向而来的攻击则会受到巨大伤害",215369,0,0,0,0,0,1,2,17,100,0,28,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
3727,背面未解析,"只有身体背面没有被看穿弱点，
受到其他方向而来的攻击则会受到巨大伤害",215941,0,0,0,89,0,1,2,17,100,0,28,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
3728,右侧未解析,"只有身体右侧没有被看穿弱点，
受到其他方向而来的攻击则会受到巨大伤害",215939,0,0,0,89,0,1,2,17,100,0,28,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
3729,左侧未解析,"只有身体左侧没有被看穿弱点，
受到其他方向而来的攻击则会受到巨大伤害",215940,0,0,0,89,0,1,2,17,100,0,28,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
3730,击倒,被击倒在地，无法移动或发动技能,215044,0,0,0,0,0,1,2,3,200,0,4,0,0,0,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3731,黑暗烙印,受到暗黑精灵的诅咒，死亡宣告的发动时间会随积累的档数的增加而减少,218307,0,0,0,0,2,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3732,知识神圣刻,被打上了知识神圣刻，效果时间结束时会陷入止步状态,214124,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3733,巡礼：灵鸟,正在向灵鸟像献上祈祷,216751,0,0,0,0,0,1,1,16,100,0,28,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3734,巡礼：灵龟,正在向灵龟像献上祈祷,216752,0,0,0,0,0,1,1,16,100,0,28,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3735,巡礼：灵鲸,正在向灵鲸像献上祈祷,216753,0,0,0,0,0,1,1,16,100,0,28,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3736,吸魔,大樹に描かれた魔紋に、エーテルを吸われている状態。,216754,10,0,0,0,0,1,2,17,100,0,0,0,0,0,0,6,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3737,强制移动,朝着特定方向持续移动,215773,0,0,0,67,0,1,2,17,200,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3738,,,0,0,0,0,0,0,1,1,0,0,0,18,0,0,0,0,0,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False
3739,时间操纵,大幅缩短下一个魔法的咏唱时间,210454,0,0,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3740,闪光,被强光闪晕视野，命中率降低,215012,-200,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3741,星天之力,受到了积蓄在星天的力量的影响,215245,0,667,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3742,闪雷飞镖,成为目标，效果时间结束时会在周围落下雷之箭,216757,0,634,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3743,气泡网：回声,身上附着着含有魔力的气泡，效果时间结束时会陷入气泡网状态,216755,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3744,气泡网,被含有魔力的气泡所束缚，无法移动，随风飘荡,216756,0,0,0,0,0,1,2,17,200,0,12,0,0,0,0,0,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
3745,,,0,0,638,0,0,0,1,1,16,200,0,12,0,0,0,0,0,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False
3746,气泡牢狱,被关入含有魔力的气泡之中，无法移动，随风飘荡,215301,0,0,0,0,0,1,2,17,200,0,12,0,0,0,0,0,False,True,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False
3747,选定目标：水瀑,成为目标，效果结束时会发动水瀑,215969,0,0,0,0,0,1,2,17,197,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3748,选定目标：水化弹,成为目标，效果结束时会发动水化弹,215996,0,0,0,0,0,1,2,17,198,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3749,粘着,受到粘液的影响无法自由活动,214111,0,658,0,0,0,1,2,17,200,0,4,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3750,拘束,行動できなくなった状態。,215545,0,71,0,0,0,1,2,17,200,0,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3751,针灸屏障,抵消一定伤害,214988,100,0,0,0,0,1,1,16,199,0,0,0,12,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3752,休憩之水,体力会随时间逐渐恢复,214989,100,0,0,137,0,1,1,16,198,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3753,休憩之水,体力会随时间逐渐恢复,214989,100,0,0,137,0,1,1,16,198,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
3754,热浪,体力逐渐减少,214990,100,0,0,0,0,1,2,17,197,0,0,0,0,0,0,6,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3755,拘束,无法做出任何行动,215545,0,636,0,0,0,1,2,17,200,0,4,0,0,0,0,0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3756,伤害提高,攻击所造成的伤害大幅提高,215519,10,639,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3757,受伤减轻,受到攻击的伤害大幅减少,215021,-90,640,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3758,犎牛的热情,自身仇恨提高,212551,200,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3759,狂躁,被逼入绝境，渴望归乡的情感狂躁不已,214115,0,646,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3760,宇宙大爆炸,被爆发性扩散的暗之力所激活,214116,0,650,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3761,宇宙大反弹,无属性持续伤害，体力逐渐流失,214117,10,0,0,0,0,1,2,17,200,0,0,0,0,0,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3762,黑暗侵蚀：飞散,被黑暗之力所侵蚀，效果结束时会引发爆炸,214118,0,0,0,0,0,1,2,17,200,0,0,0,23,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3763,黑暗侵蚀：重击,被黑暗之力所侵蚀，效果结束时会引发猛烈爆炸,214119,0,0,0,0,0,1,2,17,200,0,0,0,23,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3764,黑暗侵蚀：双重,被黑暗之力所侵蚀，效果结束时会引发爆炸,214120,0,0,0,0,0,1,2,17,200,0,0,0,23,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3765,黑暗侵蚀：凝视,被黑暗之力所侵蚀，效果时间结束时会向前方发动攻击,214121,0,0,0,0,0,1,2,17,200,0,0,0,23,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3766,黑暗侵蚀：锁链,被黑暗之力所侵蚀，效果结束时黑暗咒链会将自己与他人连接到一起,214122,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3767,黑暗咒链,被锁链拴住，体力逐渐流失,214123,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3768,扩大技能效果宽度,发动的技能效果的宽度比以往要大,217981,0,0,0,0,16,1,1,16,50,0,0,0,33,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3769,,,0,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
3770,重力异常,重力陷入混乱，身体漂浮在空中，无法跳跃,214127,0,0,0,0,0,1,2,0,200,0,40,0,49,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
3771,炎影,炎影正在熊熊燃烧,216764,0,652,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3772,穿裂锐牙,从齿牙体势发动的特定技能威力提高,213758,0,0,0,59,0,196,1,16,10,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3773,,,0,0,0,0,134,2,196,1,16,0,2,27,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3774,,,0,0,0,0,134,2,196,1,16,0,2,27,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3775,,,0,0,0,0,134,2,196,1,16,0,2,27,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3776,止步,无法自由移动,215003,0,5,0,3,0,1,2,12,100,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3777,水毒,水属性持续伤害，体力逐渐流失,215529,10,0,0,147,0,1,2,17,100,0,0,0,0,0,0,6,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3778,水毒,水属性持续伤害，体力逐渐流失,215529,10,0,0,147,0,1,2,17,100,0,0,0,0,0,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3779,感电,雷属性持续伤害，体力逐渐流失,215528,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
3780,,,0,0,0,0,0,0,1,2,0,100,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False
3781,,,0,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
3782,止步,无法自由移动,215003,0,5,0,0,0,1,2,0,100,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3783,犎牛的血潮,减轻所受到的伤害,213911,-10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3784,狞豹的血潮,受到攻击的伤害减少并且受到物理攻击时会发动反击,210256,-30,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3785,猛雕的血潮,体力最大值以及自身所受体力恢复效果提高,210254,10,0,0,0,0,1,1,16,5,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3786,成形,生长完成,215971,300,0,0,89,0,1,1,16,200,0,26,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
3787,,,0,0,668,0,89,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
3788,气泡凝集,被含有魔力的气泡包围，效果时间结束时会陷入止步状态,216749,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3789,止步,无法自由移动,215003,0,5,0,3,0,1,2,32,100,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
3790,5倍旋转角,下次发动的攻击的旋转角将乘以5,216747,0,0,0,0,0,1,2,17,199,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3791,移动速度提高,移动速度提高 ,210101,0,0,0,0,0,1,1,0,0,0,18,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3792,,,0,0,0,0,0,0,1,1,0,0,0,9,0,0,0,0,0,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
3793,加速度炸弹,身上附着有加速度炸弹，效果时间结束时如未停止行动则会爆炸,215727,6234,24,0,0,0,1,2,17,200,0,0,0,23,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3794,黑暗侵蚀：重击,被黑暗之力所侵蚀，效果结束时会引发猛烈爆炸,214119,0,0,0,0,0,1,2,17,200,0,0,0,23,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3795,持续伤害,无属性持续伤害，体力逐渐流失,0,86,0,0,0,5,1,1,16,200,0,26,0,0,0,0,0,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False
3796,轻度脑震荡,受到强烈冲击，积累档数过多会陷入脑震荡状态,217936,0,684,0,0,2,1,2,33,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3797,水毒,水属性持续伤害，体力逐渐流失,215529,10,0,0,89,0,1,2,17,100,0,0,0,0,0,0,6,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3798,水毒,水属性持续伤害，体力逐渐流失,215529,10,0,0,89,0,1,2,17,100,0,0,0,0,0,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3799,叉形闪电,身上积攒了大量电气，效果结束时会对周围造成雷属性伤害,215623,0,0,0,0,0,1,2,17,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3800,,,0,0,0,0,0,0,1,1,0,0,0,28,0,0,0,0,0,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False
3801,锐利目光,眼瞳中蕴藏着魔力，采取特定行动后会发动猛禽之眼,218913,0,0,0,0,3,1,1,16,200,0,27,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3802,加速度炸弹,身上附着有加速度炸弹，效果时间结束时如未停止行动则会爆炸,215727,6234,24,0,0,0,1,2,17,200,0,0,0,23,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3803,翅膀强化,亚波伦强化了自己的翅膀,214136,0,0,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3804,大镰强化,亚波伦强化了自己的大镰,214137,0,0,0,0,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3805,狂怒,愤怒无法抑制，攻击所造成的伤害提高,214155,10,0,0,39,0,1,1,16,200,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3806,生机勃勃,瞌睡怪的舞蹈使自身充满活力,219541,20,0,0,0,5,1,1,16,199,0,26,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3807,生机勃勃,瞌睡怪的舞蹈使自身充满活力,219541,20,0,0,0,5,1,1,16,199,0,26,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3808,免除方向要求,具有方向要求的技能击中时默认方向正确,214224,0,0,0,0,0,1,2,16,200,0,0,0,48,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3809,附着结晶,身体被结晶附着，无法移动，效果时间结束后变为结晶禁锢状态,214125,0,689,0,3,0,1,2,12,200,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3810,结晶禁锢,身体被结晶禁锢，无法移动且一切行动变得迟缓，效果时间结束后变为结晶化状态,214125,15,690,0,3,0,1,2,12,200,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3811,结晶化,身体结晶化，无法作出任何行动，效果时间结束后陷入无法战斗状态,214125,0,691,0,3,0,1,2,12,200,0,0,0,0,0,0,0,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3812,工匠的良机,仓促变为冒进,216128,0,0,0,0,0,33,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
3813,工匠的绝技,下一次操作不消耗耐久,216129,0,0,0,0,0,33,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
3814,重力异常,重力陷入混乱，身体漂浮在空中，无法跳跃,214127,0,33,0,0,0,1,2,0,200,0,12,0,49,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
3815,空间掌控：石化光,受到绝对君权的影响，效果时间结束时向周围发射石化光,214128,0,0,0,0,0,1,2,17,200,0,0,0,23,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3816,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3817,火之灾变,被火属性魔力包围，效果时间结束时会发动火之灾变,214156,0,0,0,0,0,1,2,17,205,0,0,0,23,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3818,火之灾厄,被火属性魔力包围，效果时间结束时会连续发动火之灾变,214157,0,0,0,0,0,1,2,17,205,0,0,0,23,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
