#,Text,Unknown0,Unknown1,TYPE,PARAM,LINK
1974,UNKNOWN级,,,0,0,0
1975,,,,0,0,0
1976,调整系统设置。,,,0,0,0
1977,调整背景的打光方式及时间。,,,0,0,0
1978,调整外景环境背景的天气。,,,0,0,0
1979,调整视角操作。,,,0,0,0
1980,Limsa Lominsa,,"海洋城邦利姆萨·罗敏萨位于罗塔诺内海上的威尔布兰德岛的南岸，统辖着威尔布兰德岛的南部地区。
利姆萨·罗敏萨的人民用铁桥将散布在海湾内的无数小岛和岩礁连接到了一起，并以白垩为材料搭建了街道及各种建筑。
城邦的领袖叫做“提督”，是由城邦居民所选举出来。提督负责管理城邦的各项事务，并且掌管着强大的海军。
虽然这里的海军几乎将艾欧泽亚近海的制海权完全掌握到手中，不过时而也会有海盗事件发生。",0,0,0
1981,格里达尼亚,,"格里达尼亚田园城邦位于阿尔迪纳德次大陆的东部，统辖着周围茂盛的森林和众多的河流。
格里达尼亚的人民在城内无数的运河上搭建了水车，并以树木为材料搭建了街道及各种建筑。
城邦中有着以鬼哭队为首的多个猎人部队，他们经常在森林中巡逻，以守护城邦的安全。",0,0,0
1982,Ul‘dah,,"贸易城邦乌尔达哈位于阿尔迪纳德次大陆的南部，统辖着周围荒凉的沙漠与戈壁。
乌尔达哈的城镇四周建有高大的城墙，内部则建有斗技场及游技场等设施。以穹顶城堡为中心形成了圆周型的城镇。 
虽然官方声称城邦元首在历史上历来都是乌尔达哈王朝的女王，然而实际上则是由被称为沙蝎众的6名领导人实行寡头制来管理事务。 ",0,0,0
1983,,,,0,0,0
1984,"角色名字只能使用汉字和英文字母。
长度在1～6个字符之间。",,,0,0,0
1985,"角色名字只能使用汉字和英文字母。
长度在1～6个字符之间。",,,0,0,0
1986,,,,0,0,0
1987,,,,0,0,0
1988,,,,0,0,0
1989,,,,0,0,0
1990,将角色的预览服装更换当前游戏内装备。随装备情况不同可能会将面部及头发遮盖住。,,,0,0,0
1991,将背景画面与环境切换到“以太空间”。,,,0,0,0
1992,将背景画面与环境切换到“森林场景”。,,,0,0,0
1993,将背景画面与环境切换到“室内”。,,,0,0,0
1994,放弃未编辑完的角色，退出角色编辑。,,,0,0,0
1995,将背景画面与环境切换到“海岸场景”。,,,0,0,0
1996,将背景画面与环境切换到“荒野场景”。,,,0,0,0
1997,,,,0,0,0
1998,,,,0,0,0
1999,,,,0,0,0
2000,© SQUARE ENIX,,,0,0,0
2001,开始游戏,,,0,0,0
2002,退出游戏,,,0,0,0
2003,系统设置,,,0,0,0
2004,开场动画,,,0,0,0
2005,,,,0,0,0
2006,大区,,,0,0,0
2007,开场动画,,,0,0,0
2008,重生之境,,,0,0,0
2009,返回,,,0,0,0
2010,选择角色,,,0,0,0
2011,动画欣赏 & 标题画面,,,0,0,0
2012,苍穹之禁城,,,0,0,0
2013,红莲之狂潮,,,0,0,0
2014,暗影之逆焰,,,0,0,0
2015,种族,,,0,0,0
2016,部族,,,0,0,0
2017,命名日,,,0,0,0
2018,守护神,,,0,0,0
2019,职业,,,0,0,0
2020,所在地,,,0,0,0
2021,造访服务器,,,0,0,0
2022,晓月之终途,,,0,0,0
2023,金曦之遗辉,,,0,0,0
2024,,,,0,0,0
2025,选择服务器,,,0,0,0
2026,,,,0,0,0
2027,创建新角色,,,0,0,0
2028,已保存的角色形象,,,0,0,0
2029,,,,0,0,0
2030,选择服务器组,,,0,0,0
2031,,,,0,0,0
2032,,,,0,0,0
2033,服务器列表,,,0,0,0
2034,,,,0,0,0
2035,名字,,,0,0,0
2036,姓氏,,,0,0,0
2037,变更,,,0,0,0
2038,姓名,,,0,0,0
2039,请更改角色姓名。,,,0,0,0
2040,雇员姓名,,,0,0,0
2041,请更改雇员姓名。,,,0,0,0
2042,,,,0,0,0
2043,"随机生成男性风格的名字。
生成之后的名字可以直接进行编辑。",,,0,0,0
2044,要使用已保存的角色形象吗？,,,0,0,0
2045,"自动选择了UNKNOWN服务器，
确定进入下一步吗？",,,0,0,0
2046,选择其它服务器,,,0,0,0
2047,返回,,,0,0,0
2048,,,,0,0,0
2049,,,,0,0,0
2050,确定,,,0,0,0
2051,取消,,,0,0,0
2052,返回,,,0,0,0
2053,更新,,,0,0,0
2054,,,,0,0,0
2055,创建角色,,,0,0,0
2056,美容师,,,0,0,0
2057,许可证,,,0,0,0
2058,游戏设置,,,0,0,0
2059,安装信息,,,0,0,0
2060,动作,,,0,0,0
2061,普通,,,0,0,0
2062,独有,,,0,0,0
2063,随机,,,0,0,0
2064,服装,,,0,0,0
2065,种族,,,0,0,0
2066,特职,,,0,0,0
2067,内衣,,,0,0,0
2068,雇员,,,0,0,0
2069,装备,,,0,0,0
2070,环境,,,0,0,0
2071,早上,,,0,0,0
2072,中午,,,0,0,0
2073,傍晚,,,0,0,0
2074,深夜,,,0,0,0
2075,昼间,,,0,0,0
2076,夜间,,,0,0,0
2077,不显示头部装备,,,0,0,0
2078,在角色预览中摘除头部、耳部、颈部装备及眼镜，以便更好地查看角色的脸部及发型。,,,0,0,0
2079,,,,0,0,0
2080,1,,,0,0,0
2081,1,,,0,0,0
2082,2,,,0,0,0
2083,2,,,0,0,0
2084,3,,,0,0,0
2085,3,,,0,0,0
2086,4,,,0,0,0
2087,4,,,0,0,0
2088,5,,,0,0,0
2089,5,,,0,0,0
2090,6,,,0,0,0
2091,6,,,0,0,0
2092,,,,0,0,0
2093,,,,0,0,0
2094,,,,0,0,0
2095,灯光1,,,0,0,0
2096,灯光2,,,0,0,0
2097,,,,0,0,0
2098,,,,0,0,0
2099,,,,0,0,0
2100,姓名,,,0,0,0
2101,名字,,,0,0,0
2102,姓氏,,,0,0,0
2103,,,,0,0,0
2104,确定,,,0,0,0
2105,"设定角色的名字需要注意以下几点：
·长度控制在1～6个字符之间
·名字中只能使用汉字和英文字母",,,0,0,0
2106,"随机生成男性风格的名字。
生成之后的名字可以直接进行编辑。",,,0,0,0
2107,,,,0,0,0
2108,,,,0,0,0
2109,,,,0,0,0
2110,男,,,0,0,0
2111,女,,,0,0,0
2112,,,,0,0,0
2113,,,,0,0,0
2114,,,,0,0,0
2115,,,,0,0,0
2116,,,,0,0,0
2117,,,,0,0,0
2118,,,,0,0,0
2119,,,,0,0,0
2120,原有,,,0,0,0
2121,新建,,,0,0,0
2122,浓艳,,,0,0,0
2123,清淡,,,0,0,0
2124,双眼颜色,,,0,0,0
2125,虹膜异色,,,0,0,0
2126,随机生成,,,0,0,0
2127,无,,,0,0,0
2128,发色,,,0,0,0
2129,挑染,,,0,0,0
2130,连接状态,,,0,0,0
2131,,,,0,0,0
2132,,,,0,0,0
2133,返回当前容貌,,,0,0,0
2134,纹染,,,0,0,0
2135,反转,,,0,0,0
2136,,,,0,0,0
2137,,,,0,0,0
2138,,,,0,0,0
2139,,,,0,0,0
2140,导入角色数据,,,0,0,0
2141,"在“最终幻想XIV”文件夹下检测到了角色数据。
请选择要读取的数据。",,,0,0,0
2142,数据,,,0,0,0
2143,储存编号,,,0,0,0
2144,部族/性别,,,0,0,0
2145,,,,0,0,0
2146,没有找到已保存的角色数据。,,,0,0,0
2147,所选数据为2013/8/27 8:00保存在数据栏UNKNOWN的男。读取该数据需要安装«»。,,,0,0,0
2148,,,,0,0,0
2149,,,,0,0,0
2150,导出角色数据,,,0,0,0
2151,请选择保存数据的位置,,,0,0,0
2152,数据,,,0,0,0
2153,储存编号,,,0,0,0
2154,部族/性别,,,0,0,0
2155,,,,0,0,0
2156,,,,0,0,0
2157,,,,0,0,0
2158,,,,0,0,0
2159,,,,0,0,0
2160,将男的形象存到临时数据栏UNKNOWN中。,,,0,0,0
2161,备注,,,0,0,0
2162,保存,,,0,0,0
2163,取消,,,0,0,0
2164,读取在2013/8/27 8:00保存的UNKNOWN号男角色形象。,,,0,0,0
2165,确定,,,0,0,0
2166,取消,,,0,0,0
2167,读取1.0版本UNKNOWN服务器中UNKNOWN的角色形象：男性。,,,0,0,0
2168,读取1.0版本临时存档UNKNOWN中的角色形象：男性。,,,0,0,0
2169,确定要覆盖掉2013/8/27 8:00保存在数据栏UNKNOWN的男吗？,,,0,0,0
2170,（1.0版）,,,0,0,0
2171,（β版）,,,0,0,0
2172,（基准测试）,,,0,0,0
2173,2013/8/27保存,,,0,0,0
2174,临时数据栏UNKNOWN,,,0,0,0
2175,男,,,0,0,0
2176,"要保存目前的形象吗？
今后创建新角色时，可以读取已保存的角色形象，快速完成角色的创建。",,,0,0,0
2177,是,,,0,0,0
2178,否,,,0,0,0
2179,无法读取已有的形象数据，文件格式错误或文件已损坏。,,,0,0,0
2180,确定,,,0,0,0
2181,"要读取已保存的形象吗？
当前编辑中的形象将会消失。",,,0,0,0
2182,是,,,0,0,0
2183,否,,,0,0,0
2184,保存完毕。,,,0,0,0
2185,保存失败。,,,0,0,0
2186,确定,,,0,0,0
2187,保存创建完毕的形象吗？保存后的形象可以在创建角色菜单中查看，同时在«最终幻想14»正式版游戏中也可以继承已保存的形象。,,,0,0,0
2188,不兼容数据,,,0,0,0
2189,"要覆盖数据吗？
2013/8/27 8:00保存在数据栏UNKNOWN的形象与当前版本不兼容。",,,0,0,0
2190,动画欣赏,,,0,0,0
2191,重生之境,,,0,0,0
2192,苍穹之禁城,,,0,0,0
2193,红莲之狂潮,,,0,0,0
2194,,,,0,0,0
2195,,,,0,0,0
2196,,,,0,0,0
2197,,,,0,0,0
2198,,,,0,0,0
2199,,,,0,0,0
2200,,,,0,0,0
